time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-25T00:00Z,HighPower,96,133,111,109
2023-02-25T00:30Z,HighPower,104,111,155,156
2023-02-25T01:00Z,HighPower,102,113,218,217
2023-02-25T01:30Z,HighPower,100,107,236,242
2023-02-25T02:00Z,HighPower,96,107,295,288
2023-02-25T02:30Z,HighPower,93,107,354,351
2023-02-25T03:00Z,HighPower,88,109,401,413
2023-02-25T03:30Z,HighPower,90,97,443,458
2023-02-25T04:00Z,HighPower,92,93,510,500
2023-02-25T04:30Z,HighPower,91,91,569,555
2023-02-25T05:00Z,HighPower,92,99,666,637
2023-02-25T05:30Z,HighPower,96,94,640,650
2023-02-25T06:00Z,HighPower,97,98,696,720
2023-02-25T06:30Z,HighPower,105,93,913,888
2023-02-25T07:00Z,HighPower,116,99,863,845
2023-02-25T07:30Z,MediumPower,119,112,1013,988
2023-02-25T08:00Z,HighPower,113,116,1006,1019
2023-02-25T08:30Z,HighPower,116,115,925,971
2023-02-25T09:00Z,MediumPower,114,114,817,840
2023-02-25T09:30Z,MediumPower,117,123,828,855
2023-02-25T10:00Z,MediumPower,116,118,750,725
2023-02-25T10:30Z,MediumPower,110,116,642,646
2023-02-25T11:00Z,MediumPower,104,121,636,665
2023-02-25T11:30Z,HighPower,104,110,535,553
2023-02-25T12:00Z,HighPower,102,112,542,532
2023-02-25T12:30Z,HighPower,103,104,531,527
2023-02-25T13:00Z,HighPower,106,106,638,610
2023-02-25T13:30Z,HighPower,107,105,681,679
2023-02-25T14:00Z,HighPower,107,108,807,776
2023-02-25T14:30Z,HighPower,110,112,874,886
2023-02-25T15:00Z,HighPower,119,111,867,833
2023-02-25T15:30Z,HighPower,130,116,1024,1013
2023-02-25T16:00Z,MediumPower,135,125,1103,1064
2023-02-25T16:30Z,MediumPower,144,147,894,878
2023-02-25T17:00Z,LowPower,152,155,889,882
2023-02-25T17:30Z,LowPower,155,161,759,728
2023-02-25T18:00Z,MediumPower,158,156,649,666
2023-02-25T18:30Z,MediumPower,158,153,541,555
2023-02-25T19:00Z,MediumPower,157,151,502,492
2023-02-25T19:30Z,HighPower,158,151,382,377
2023-02-25T20:00Z,LowPower,161,158,297,301
2023-02-25T20:30Z,HighPower,164,149,288,290
2023-02-25T21:00Z,LowPower,163,158,246,250
2023-02-25T21:30Z,LowPower,156,164,212,205
2023-02-25T22:00Z,LowPower,152,155,211,210
2023-02-25T22:30Z,MediumPower,147,151,192,184
2023-02-25T23:00Z,HighPower,130,149,143,138
2023-02-25T23:30Z,HighPower,125,149,131,127
init_date,2023-02-25T00:30:00+00:00
emissions,640347
error,11
optimal,true
