time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-01-28T00:00Z,HighPower,242,247,111,108
2023-01-28T00:30Z,HighPower,243,246,136,139
2023-01-28T01:00Z,HighPower,243,249,208,202
2023-01-28T01:30Z,HighPower,242,246,241,249
2023-01-28T02:00Z,HighPower,240,246,336,327
2023-01-28T02:30Z,HighPower,242,246,337,341
2023-01-28T03:00Z,HighPower,241,248,386,395
2023-01-28T03:30Z,HighPower,240,247,463,456
2023-01-28T04:00Z,HighPower,242,250,485,488
2023-01-28T04:30Z,HighPower,238,248,593,608
2023-01-28T05:00Z,HighPower,241,252,639,671
2023-01-28T05:30Z,HighPower,245,254,751,716
2023-01-28T06:00Z,HighPower,250,258,707,681
2023-01-28T06:30Z,MediumPower,256,254,877,889
2023-01-28T07:00Z,MediumPower,269,261,847,880
2023-01-28T07:30Z,MediumPower,270,266,940,952
2023-01-28T08:00Z,MediumPower,270,269,976,1008
2023-01-28T08:30Z,MediumPower,273,269,919,939
2023-01-28T09:00Z,MediumPower,262,267,946,949
2023-01-28T09:30Z,MediumPower,262,271,794,774
2023-01-28T10:00Z,MediumPower,255,265,660,694
2023-01-28T10:30Z,HighPower,254,264,760,753
2023-01-28T11:00Z,HighPower,255,257,600,592
2023-01-28T11:30Z,HighPower,256,252,548,534
2023-01-28T12:00Z,HighPower,256,260,473,493
2023-01-28T12:30Z,MediumPower,254,262,577,606
2023-01-28T13:00Z,MediumPower,255,263,634,608
2023-01-28T13:30Z,HighPower,255,261,647,619
2023-01-28T14:00Z,HighPower,263,258,743,712
2023-01-28T14:30Z,MediumPower,266,256,770,766
2023-01-28T15:00Z,HighPower,268,263,750,788
2023-01-28T15:30Z,MediumPower,270,272,984,1007
2023-01-28T16:00Z,MediumPower,266,271,1075,1046
2023-01-28T16:30Z,MediumPower,259,271,831,845
2023-01-28T17:00Z,MediumPower,251,274,778,781
2023-01-28T17:30Z,HighPower,250,264,774,806
2023-01-28T18:00Z,HighPower,252,257,651,673
2023-01-28T18:30Z,HighPower,252,254,564,554
2023-01-28T19:00Z,HighPower,262,256,495,479
2023-01-28T19:30Z,HighPower,256,254,433,421
2023-01-28T20:00Z,MediumPower,265,264,294,284
2023-01-28T20:30Z,HighPower,259,256,272,282
2023-01-28T21:00Z,HighPower,256,255,216,225
2023-01-28T21:30Z,HighPower,242,246,217,224
2023-01-28T22:00Z,HighPower,223,250,181,189
2023-01-28T22:30Z,HighPower,210,236,170,169
2023-01-28T23:00Z,HighPower,176,219,147,146
2023-01-28T23:30Z,HighPower,164,203,118,123
init_date,2023-01-28T00:30Z
emissions,1184679
error,11
optimal,true
