time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-04-22T00:00Z,HighPower,169,159,106,107
2023-04-22T00:30Z,HighPower,161,168,147,155
2023-04-22T01:00Z,HighPower,161,170,226,219
2023-04-22T01:30Z,HighPower,161,163,278,271
2023-04-22T02:00Z,HighPower,161,165,305,292
2023-04-22T02:30Z,HighPower,165,159,365,366
2023-04-22T03:00Z,MediumPower,166,168,387,378
2023-04-22T03:30Z,HighPower,162,168,461,481
2023-04-22T04:00Z,HighPower,156,168,530,532
2023-04-22T04:30Z,MediumPower,153,165,609,589
2023-04-22T05:00Z,HighPower,161,163,593,586
2023-04-22T05:30Z,MediumPower,162,186,704,676
2023-04-22T06:00Z,HighPower,162,154,685,716
2023-04-22T06:30Z,MediumPower,163,168,823,813
2023-04-22T07:00Z,MediumPower,160,154,958,934
2023-04-22T07:30Z,MediumPower,156,162,1018,1016
2023-04-22T08:00Z,MediumPower,151,157,1015,1058
2023-04-22T08:30Z,MediumPower,145,158,864,880
2023-04-22T09:00Z,HighPower,140,152,878,892
2023-04-22T09:30Z,HighPower,135,144,766,806
2023-04-22T10:00Z,HighPower,130,141,751,748
2023-04-22T10:30Z,HighPower,125,137,659,663
2023-04-22T11:00Z,HighPower,127,132,692,666
2023-04-22T11:30Z,HighPower,125,122,557,540
2023-04-22T12:00Z,HighPower,129,123,569,544
2023-04-22T12:30Z,HighPower,133,127,605,587
2023-04-22T13:00Z,HighPower,136,132,599,583
2023-04-22T13:30Z,HighPower,144,136,752,726
2023-04-22T14:00Z,HighPower,147,148,841,819
2023-04-22T14:30Z,MediumPower,158,152,791,789
2023-04-22T15:00Z,MediumPower,166,161,791,818
2023-04-22T15:30Z,MediumPower,169,163,899,873
2023-04-22T16:00Z,MediumPower,176,173,976,959
2023-04-22T16:30Z,MediumPower,177,174,965,980
2023-04-22T17:00Z,MediumPower,182,181,785,820
2023-04-22T17:30Z,MediumPower,188,183,692,720
2023-04-22T18:00Z,MediumPower,191,187,720,690
2023-04-22T18:30Z,MediumPower,192,196,596,605
2023-04-22T19:00Z,MediumPower,194,198,490,479
2023-04-22T19:30Z,MediumPower,200,195,393,398
2023-04-22T20:00Z,MediumPower,196,196,298,307
2023-04-22T20:30Z,MediumPower,192,200,282,279
2023-04-22T21:00Z,MediumPower,182,209,236,227
2023-04-22T21:30Z,MediumPower,144,184,226,223
2023-04-22T22:00Z,MediumPower,128,180,210,213
2023-04-22T22:30Z,HighPower,118,148,179,188
2023-04-22T23:00Z,HighPower,112,143,155,152
2023-04-22T23:30Z,HighPower,108,133,116,117
init_date,2023-04-22T00:30:00+00:00
emissions,856192
error,11
