time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-03-25T00:00Z,HighPower,57,73,104,103
2023-03-25T00:30Z,HighPower,57,73,138,145
2023-03-25T01:00Z,HighPower,57,71,203,211
2023-03-25T01:30Z,HighPower,56,71,238,238
2023-03-25T02:00Z,HighPower,59,71,281,274
2023-03-25T02:30Z,HighPower,59,67,395,381
2023-03-25T03:00Z,HighPower,58,68,392,380
2023-03-25T03:30Z,HighPower,57,66,457,447
2023-03-25T04:00Z,HighPower,58,67,470,467
2023-03-25T04:30Z,HighPower,58,70,523,538
2023-03-25T05:00Z,HighPower,58,70,558,576
2023-03-25T05:30Z,HighPower,58,71,646,651
2023-03-25T06:00Z,HighPower,56,70,702,734
2023-03-25T06:30Z,HighPower,56,68,800,790
2023-03-25T07:00Z,HighPower,56,67,1002,959
2023-03-25T07:30Z,HighPower,56,65,826,866
2023-03-25T08:00Z,HighPower,53,58,1137,1099
2023-03-25T08:30Z,HighPower,53,57,1013,971
2023-03-25T09:00Z,HighPower,50,54,897,903
2023-03-25T09:30Z,HighPower,47,53,730,762
2023-03-25T10:00Z,HighPower,52,51,800,769
2023-03-25T10:30Z,HighPower,51,44,761,745
2023-03-25T11:00Z,HighPower,50,44,660,648
2023-03-25T11:30Z,HighPower,51,46,548,566
2023-03-25T12:00Z,HighPower,56,35,526,527
2023-03-25T12:30Z,HighPower,55,50,563,569
2023-03-25T13:00Z,HighPower,53,56,624,633
2023-03-25T13:30Z,HighPower,58,52,741,732
2023-03-25T14:00Z,HighPower,63,56,837,800
2023-03-25T14:30Z,HighPower,70,55,786,816
2023-03-25T15:00Z,HighPower,89,70,811,793
2023-03-25T15:30Z,HighPower,106,79,888,859
2023-03-25T16:00Z,MediumPower,121,106,1110,1080
2023-03-25T16:30Z,MediumPower,150,127,987,996
2023-03-25T17:00Z,LowPower,165,134,884,854
2023-03-25T17:30Z,MediumPower,178,161,785,763
2023-03-25T18:00Z,LowPower,186,177,664,681
2023-03-25T18:30Z,LowPower,189,187,629,613
2023-03-25T19:00Z,LowPower,188,189,449,445
2023-03-25T19:30Z,LowPower,187,185,358,356
2023-03-25T20:00Z,LowPower,185,199,277,282
2023-03-25T20:30Z,LowPower,189,180,258,255
2023-03-25T21:00Z,LowPower,190,186,243,251
2023-03-25T21:30Z,LowPower,190,191,238,236
2023-03-25T22:00Z,LowPower,177,187,212,204
2023-03-25T22:30Z,LowPower,171,184,153,159
2023-03-25T23:00Z,MediumPower,164,176,138,144
2023-03-25T23:30Z,MediumPower,160,172,129,131
init_date,2023-03-25T00:30:00+00:00
emissions,425619
error,11
