time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-12-02T00:00Z,HighPower,299,296,91,90
2023-12-02T00:30Z,HighPower,299,300,161,156
2023-12-02T01:00Z,HighPower,298,298,222,216
2023-12-02T01:30Z,HighPower,298,298,261,262
2023-12-02T02:00Z,HighPower,298,295,279,273
2023-12-02T02:30Z,HighPower,299,302,374,363
2023-12-02T03:00Z,HighPower,300,296,426,414
2023-12-02T03:30Z,HighPower,304,298,430,444
2023-12-02T04:00Z,HighPower,300,299,504,519
2023-12-02T04:30Z,HighPower,306,306,562,565
2023-12-02T05:00Z,HighPower,306,302,642,657
2023-12-02T05:30Z,HighPower,309,310,723,702
2023-12-02T06:00Z,HighPower,307,309,703,718
2023-12-02T06:30Z,MediumPower,302,312,875,864
2023-12-02T07:00Z,HighPower,299,308,838,820
2023-12-02T07:30Z,HighPower,292,305,901,859
2023-12-02T08:00Z,HighPower,294,278,957,927
2023-12-02T08:30Z,MediumPower,282,294,1011,1007
2023-12-02T09:00Z,HighPower,277,298,859,847
2023-12-02T09:30Z,HighPower,273,286,910,891
2023-12-02T10:00Z,HighPower,272,283,730,747
2023-12-02T10:30Z,HighPower,271,278,723,742
2023-12-02T11:00Z,HighPower,271,277,592,601
2023-12-02T11:30Z,HighPower,271,277,563,549
2023-12-02T12:00Z,HighPower,270,273,528,538
2023-12-02T12:30Z,HighPower,266,276,583,578
2023-12-02T13:00Z,HighPower,267,278,606,635
2023-12-02T13:30Z,HighPower,268,274,617,625
2023-12-02T14:00Z,HighPower,272,276,832,802
2023-12-02T14:30Z,HighPower,272,277,770,742
2023-12-02T15:00Z,HighPower,276,275,960,950
2023-12-02T15:30Z,HighPower,272,282,1016,993
2023-12-02T16:00Z,HighPower,271,284,877,918
2023-12-02T16:30Z,HighPower,266,280,960,996
2023-12-02T17:00Z,HighPower,266,277,841,879
2023-12-02T17:30Z,HighPower,266,272,705,695
2023-12-02T18:00Z,HighPower,265,271,707,688
2023-12-02T18:30Z,HighPower,268,274,557,575
2023-12-02T19:00Z,HighPower,270,277,489,472
2023-12-02T19:30Z,HighPower,273,279,360,379
2023-12-02T20:00Z,HighPower,271,281,325,312
2023-12-02T20:30Z,HighPower,279,278,274,274
2023-12-02T21:00Z,HighPower,272,273,256,266
2023-12-02T21:30Z,HighPower,260,274,243,243
2023-12-02T22:00Z,HighPower,254,274,204,212
2023-12-02T22:30Z,HighPower,227,256,171,172
2023-12-02T23:00Z,HighPower,220,256,152,160
2023-12-02T23:30Z,HighPower,219,249,139,135
init_date,2023-12-02T00:30:00+00:00
emissions,1595232
error,1
optimal,true
