time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-04-22T00:00Z,HighPower,169,159,98,98
2023-04-22T00:30Z,HighPower,161,168,152,149
2023-04-22T01:00Z,HighPower,161,170,195,194
2023-04-22T01:30Z,HighPower,161,163,258,256
2023-04-22T02:00Z,HighPower,161,165,300,296
2023-04-22T02:30Z,HighPower,165,159,357,367
2023-04-22T03:00Z,HighPower,166,168,392,379
2023-04-22T03:30Z,HighPower,162,168,460,479
2023-04-22T04:00Z,HighPower,156,168,437,451
2023-04-22T04:30Z,HighPower,153,165,534,557
2023-04-22T05:00Z,HighPower,161,163,625,609
2023-04-22T05:30Z,MediumPower,162,186,605,630
2023-04-22T06:00Z,HighPower,162,154,748,738
2023-04-22T06:30Z,HighPower,163,168,721,757
2023-04-22T07:00Z,HighPower,160,154,869,875
2023-04-22T07:30Z,HighPower,156,162,1004,983
2023-04-22T08:00Z,HighPower,151,157,969,1009
2023-04-22T08:30Z,HighPower,145,158,1066,1026
2023-04-22T09:00Z,HighPower,140,152,751,788
2023-04-22T09:30Z,HighPower,135,144,812,853
2023-04-22T10:00Z,HighPower,130,141,740,716
2023-04-22T10:30Z,HighPower,125,137,709,716
2023-04-22T11:00Z,HighPower,127,132,669,661
2023-04-22T11:30Z,HighPower,125,122,501,521
2023-04-22T12:00Z,HighPower,129,123,500,512
2023-04-22T12:30Z,HighPower,133,127,544,542
2023-04-22T13:00Z,HighPower,136,132,634,665
2023-04-22T13:30Z,HighPower,144,136,667,660
2023-04-22T14:00Z,HighPower,147,148,770,798
2023-04-22T14:30Z,HighPower,158,152,755,744
2023-04-22T15:00Z,HighPower,166,161,923,921
2023-04-22T15:30Z,HighPower,169,163,923,961
2023-04-22T16:00Z,HighPower,176,173,1038,1092
2023-04-22T16:30Z,HighPower,177,174,1008,996
2023-04-22T17:00Z,HighPower,182,181,743,779
2023-04-22T17:30Z,HighPower,188,183,788,765
2023-04-22T18:00Z,HighPower,191,187,730,698
2023-04-22T18:30Z,MediumPower,192,196,559,555
2023-04-22T19:00Z,MediumPower,194,198,423,440
2023-04-22T19:30Z,MediumPower,200,195,389,386
2023-04-22T20:00Z,HighPower,196,196,304,314
2023-04-22T20:30Z,MediumPower,192,200,243,256
2023-04-22T21:00Z,MediumPower,182,209,249,262
2023-04-22T21:30Z,HighPower,144,184,247,241
2023-04-22T22:00Z,HighPower,128,180,208,209
2023-04-22T22:30Z,HighPower,118,148,183,176
2023-04-22T23:00Z,HighPower,112,143,150,155
2023-04-22T23:30Z,HighPower,108,133,141,136
init_date,2023-04-22T00:30:00+00:00
emissions,1020504
error,1
optimal,true
