time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-07-15T00:00Z,HighPower,73,70,91,90
2023-07-15T00:30Z,HighPower,74,71,156,154
2023-07-15T01:00Z,HighPower,74,72,187,193
2023-07-15T01:30Z,HighPower,74,72,240,245
2023-07-15T02:00Z,MediumPower,74,74,314,301
2023-07-15T02:30Z,HighPower,76,74,364,383
2023-07-15T03:00Z,HighPower,77,73,403,418
2023-07-15T03:30Z,HighPower,76,75,478,462
2023-07-15T04:00Z,MediumPower,72,73,509,500
2023-07-15T04:30Z,HighPower,65,74,562,546
2023-07-15T05:00Z,HighPower,63,71,674,684
2023-07-15T05:30Z,MediumPower,62,67,746,720
2023-07-15T06:00Z,HighPower,59,60,786,788
2023-07-15T06:30Z,HighPower,58,60,753,765
2023-07-15T07:00Z,HighPower,56,58,848,825
2023-07-15T07:30Z,HighPower,59,59,934,974
2023-07-15T08:00Z,HighPower,56,49,1076,1043
2023-07-15T08:30Z,HighPower,50,53,863,871
2023-07-15T09:00Z,HighPower,47,58,929,920
2023-07-15T09:30Z,HighPower,54,49,841,839
2023-07-15T10:00Z,HighPower,58,45,759,769
2023-07-15T10:30Z,HighPower,54,50,779,753
2023-07-15T11:00Z,HighPower,50,49,618,642
2023-07-15T11:30Z,HighPower,53,54,535,527
2023-07-15T12:00Z,HighPower,50,49,517,507
2023-07-15T12:30Z,HighPower,48,50,572,596
2023-07-15T13:00Z,HighPower,49,49,629,661
2023-07-15T13:30Z,HighPower,44,48,717,721
2023-07-15T14:00Z,HighPower,44,47,726,703
2023-07-15T14:30Z,HighPower,39,41,869,846
2023-07-15T15:00Z,HighPower,43,39,855,835
2023-07-15T15:30Z,HighPower,43,40,1006,1003
2023-07-15T16:00Z,HighPower,57,43,1070,1044
2023-07-15T16:30Z,HighPower,61,46,870,855
2023-07-15T17:00Z,HighPower,62,55,756,758
2023-07-15T17:30Z,HighPower,62,59,688,717
2023-07-15T18:00Z,MediumPower,62,61,698,679
2023-07-15T18:30Z,HighPower,64,60,644,615
2023-07-15T19:00Z,HighPower,63,60,509,499
2023-07-15T19:30Z,HighPower,68,60,424,409
2023-07-15T20:00Z,HighPower,65,60,336,329
2023-07-15T20:30Z,HighPower,64,60,270,277
2023-07-15T21:00Z,HighPower,67,62,255,255
2023-07-15T21:30Z,HighPower,68,62,211,203
2023-07-15T22:00Z,HighPower,73,59,206,205
2023-07-15T22:30Z,HighPower,88,63,168,163
2023-07-15T23:00Z,HighPower,90,70,141,136
2023-07-15T23:30Z,HighPower,94,78,123,126
init_date,2023-07-15T00:30:00+00:00
emissions,288183
error,2
optimal,true
