time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-25T00:00Z,HighPower,96,133,99,98
2023-02-25T00:30Z,HighPower,104,111,149,157
2023-02-25T01:00Z,HighPower,102,113,201,201
2023-02-25T01:30Z,HighPower,100,107,218,229
2023-02-25T02:00Z,HighPower,96,107,307,308
2023-02-25T02:30Z,HighPower,93,107,304,320
2023-02-25T03:00Z,HighPower,88,109,371,386
2023-02-25T03:30Z,HighPower,90,97,494,491
2023-02-25T04:00Z,HighPower,92,93,499,501
2023-02-25T04:30Z,HighPower,91,91,492,506
2023-02-25T05:00Z,HighPower,92,99,609,591
2023-02-25T05:30Z,HighPower,96,94,634,654
2023-02-25T06:00Z,HighPower,97,98,673,699
2023-02-25T06:30Z,HighPower,105,93,825,851
2023-02-25T07:00Z,HighPower,116,99,819,831
2023-02-25T07:30Z,HighPower,119,112,963,965
2023-02-25T08:00Z,HighPower,113,116,1046,1010
2023-02-25T08:30Z,HighPower,116,115,984,1006
2023-02-25T09:00Z,HighPower,114,114,867,845
2023-02-25T09:30Z,HighPower,117,123,744,730
2023-02-25T10:00Z,HighPower,116,118,777,769
2023-02-25T10:30Z,HighPower,110,116,672,693
2023-02-25T11:00Z,HighPower,104,121,546,564
2023-02-25T11:30Z,HighPower,104,110,578,556
2023-02-25T12:00Z,HighPower,102,112,460,465
2023-02-25T12:30Z,HighPower,103,104,634,617
2023-02-25T13:00Z,HighPower,106,106,606,631
2023-02-25T13:30Z,HighPower,107,105,759,728
2023-02-25T14:00Z,HighPower,107,108,735,767
2023-02-25T14:30Z,HighPower,110,112,809,827
2023-02-25T15:00Z,HighPower,119,111,938,933
2023-02-25T15:30Z,HighPower,130,116,873,845
2023-02-25T16:00Z,HighPower,135,125,1013,969
2023-02-25T16:30Z,HighPower,144,147,906,940
2023-02-25T17:00Z,MediumPower,152,155,759,795
2023-02-25T17:30Z,MediumPower,155,161,780,795
2023-02-25T18:00Z,MediumPower,158,156,622,621
2023-02-25T18:30Z,HighPower,158,153,590,584
2023-02-25T19:00Z,HighPower,157,151,491,475
2023-02-25T19:30Z,HighPower,158,151,398,385
2023-02-25T20:00Z,HighPower,161,158,327,321
2023-02-25T20:30Z,HighPower,164,149,313,300
2023-02-25T21:00Z,HighPower,163,158,283,274
2023-02-25T21:30Z,HighPower,156,164,207,217
2023-02-25T22:00Z,HighPower,152,155,197,201
2023-02-25T22:30Z,HighPower,147,151,154,162
2023-02-25T23:00Z,HighPower,130,149,154,158
2023-02-25T23:30Z,HighPower,125,149,127,127
init_date,2023-02-25T00:30:00+00:00
emissions,736508
error,2
optimal,true
