time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-08-12T00:00Z,MediumPower,145,144,101,100
2023-08-12T00:30Z,MediumPower,129,133,166,163
2023-08-12T01:00Z,HighPower,123,124,201,197
2023-08-12T01:30Z,MediumPower,122,118,284,274
2023-08-12T02:00Z,HighPower,118,108,281,278
2023-08-12T02:30Z,HighPower,125,104,342,344
2023-08-12T03:00Z,HighPower,117,106,428,424
2023-08-12T03:30Z,MediumPower,121,110,454,439
2023-08-12T04:00Z,HighPower,121,100,454,458
2023-08-12T04:30Z,MediumPower,112,106,565,539
2023-08-12T05:00Z,MediumPower,110,103,698,673
2023-08-12T05:30Z,HighPower,100,99,729,714
2023-08-12T06:00Z,HighPower,97,96,714,700
2023-08-12T06:30Z,HighPower,100,92,845,858
2023-08-12T07:00Z,HighPower,115,86,783,820
2023-08-12T07:30Z,HighPower,102,91,992,979
2023-08-12T08:00Z,HighPower,86,86,1010,1038
2023-08-12T08:30Z,HighPower,82,88,1023,1012
2023-08-12T09:00Z,HighPower,75,78,929,957
2023-08-12T09:30Z,HighPower,80,79,755,740
2023-08-12T10:00Z,HighPower,73,69,792,800
2023-08-12T10:30Z,HighPower,68,74,728,708
2023-08-12T11:00Z,HighPower,66,64,644,645
2023-08-12T11:30Z,HighPower,62,65,528,515
2023-08-12T12:00Z,HighPower,62,63,561,540
2023-08-12T12:30Z,HighPower,64,60,533,554
2023-08-12T13:00Z,HighPower,63,58,625,658
2023-08-12T13:30Z,HighPower,70,63,645,669
2023-08-12T14:00Z,HighPower,72,57,724,697
2023-08-12T14:30Z,HighPower,66,63,808,843
2023-08-12T15:00Z,HighPower,73,63,867,851
2023-08-12T15:30Z,HighPower,74,60,892,882
2023-08-12T16:00Z,HighPower,78,66,1044,1014
2023-08-12T16:30Z,HighPower,97,70,954,930
2023-08-12T17:00Z,HighPower,109,75,749,755
2023-08-12T17:30Z,HighPower,111,88,742,752
2023-08-12T18:00Z,HighPower,112,98,676,693
2023-08-12T18:30Z,HighPower,119,98,540,567
2023-08-12T19:00Z,HighPower,121,103,441,425
2023-08-12T19:30Z,HighPower,122,104,358,350
2023-08-12T20:00Z,HighPower,117,105,318,314
2023-08-12T20:30Z,HighPower,117,105,260,256
2023-08-12T21:00Z,HighPower,110,102,244,255
2023-08-12T21:30Z,HighPower,93,100,237,237
2023-08-12T22:00Z,HighPower,89,101,194,191
2023-08-12T22:30Z,HighPower,91,85,185,186
2023-08-12T23:00Z,HighPower,87,81,137,138
2023-08-12T23:30Z,HighPower,88,81,111,115
init_date,2023-08-12T00:30:00+00:00
emissions,461106
error,2
optimal,true
