time_slot,strategy,carbon_actual,carbon_forecast,requests_actual,requests_forecast
2023-10-07T00:00Z,LowPower,61,59,89,91
2023-10-07T00:30Z,MediumPower,66,59,163,159
2023-10-07T01:00Z,MediumPower,67,61,194,192
2023-10-07T01:30Z,MediumPower,62,61,240,244
2023-10-07T02:00Z,MediumPower,63,62,282,279
2023-10-07T02:30Z,MediumPower,60,62,356,352
2023-10-07T03:00Z,MediumPower,58,64,412,405
2023-10-07T03:30Z,MediumPower,63,61,486,476
2023-10-07T04:00Z,MediumPower,68,61,474,467
2023-10-07T04:30Z,LowPower,64,65,532,515
2023-10-07T05:00Z,LowPower,66,68,678,670
2023-10-07T05:30Z,LowPower,69,65,730,702
2023-10-07T06:00Z,LowPower,74,66,719,709
2023-10-07T06:30Z,LowPower,78,64,860,877
2023-10-07T07:00Z,LowPower,74,66,805,810
2023-10-07T07:30Z,LowPower,65,73,934,927
2023-10-07T08:00Z,LowPower,66,68,973,951
2023-10-07T08:30Z,MediumPower,64,62,854,891
2023-10-07T09:00Z,MediumPower,60,64,771,788
2023-10-07T09:30Z,MediumPower,58,57,881,860
2023-10-07T10:00Z,MediumPower,57,60,781,808
2023-10-07T10:30Z,MediumPower,64,61,682,709
2023-10-07T11:00Z,MediumPower,64,55,581,579
2023-10-07T11:30Z,MediumPower,57,61,578,552
2023-10-07T12:00Z,LowPower,57,67,486,485
2023-10-07T12:30Z,MediumPower,62,61,595,572
2023-10-07T13:00Z,MediumPower,63,57,662,641
2023-10-07T13:30Z,MediumPower,66,60,659,676
2023-10-07T14:00Z,MediumPower,80,60,734,711
2023-10-07T14:30Z,LowPower,94,71,864,866
2023-10-07T15:00Z,LowPower,107,96,845,820
2023-10-07T15:30Z,LowPower,128,108,934,912
2023-10-07T16:00Z,LowPower,138,120,980,997
2023-10-07T16:30Z,LowPower,135,142,830,864
2023-10-07T17:00Z,LowPower,143,155,874,836
2023-10-07T17:30Z,LowPower,153,137,720,747
2023-10-07T18:00Z,LowPower,156,137,745,712
2023-10-07T18:30Z,LowPower,158,150,556,537
2023-10-07T19:00Z,LowPower,157,155,528,517
2023-10-07T19:30Z,LowPower,150,152,415,396
2023-10-07T20:00Z,LowPower,146,158,299,286
2023-10-07T20:30Z,LowPower,148,140,287,279
2023-10-07T21:00Z,LowPower,146,137,255,259
2023-10-07T21:30Z,LowPower,118,143,242,236
2023-10-07T22:00Z,LowPower,104,130,173,182
2023-10-07T22:30Z,LowPower,91,122,179,179
2023-10-07T23:00Z,LowPower,92,117,149,150
2023-10-07T23:30Z,LowPower,87,90,137,135
