time_slot,strategy
2023-09-09T00:00Z,LowPower
2023-09-09T00:30Z,LowPower
2023-09-09T01:00Z,LowPower
2023-09-09T01:30Z,MediumPower
2023-09-09T02:00Z,LowPower
2023-09-09T02:30Z,LowPower
2023-09-09T03:00Z,LowPower
2023-09-09T03:30Z,LowPower
2023-09-09T04:00Z,MediumPower
2023-09-09T04:30Z,LowPower
2023-09-09T05:00Z,LowPower
2023-09-09T05:30Z,LowPower
2023-09-09T06:00Z,MediumPower
2023-09-09T06:30Z,LowPower
2023-09-09T07:00Z,MediumPower
2023-09-09T07:30Z,MediumPower
2023-09-09T08:00Z,MediumPower
2023-09-09T08:30Z,MediumPower
2023-09-09T09:00Z,MediumPower
2023-09-09T09:30Z,MediumPower
2023-09-09T10:00Z,MediumPower
2023-09-09T10:30Z,MediumPower
2023-09-09T11:00Z,MediumPower
2023-09-09T11:30Z,MediumPower
2023-09-09T12:00Z,MediumPower
2023-09-09T12:30Z,MediumPower
2023-09-09T13:00Z,MediumPower
2023-09-09T13:30Z,MediumPower
2023-09-09T14:00Z,MediumPower
2023-09-09T14:30Z,MediumPower
2023-09-09T15:00Z,MediumPower
2023-09-09T15:30Z,MediumPower
2023-09-09T16:00Z,MediumPower
2023-09-09T16:30Z,LowPower
2023-09-09T17:00Z,LowPower
2023-09-09T17:30Z,LowPower
2023-09-09T18:00Z,LowPower
2023-09-09T18:30Z,LowPower
2023-09-09T19:00Z,LowPower
2023-09-09T19:30Z,LowPower
2023-09-09T20:00Z,LowPower
2023-09-09T20:30Z,LowPower
2023-09-09T21:00Z,LowPower
2023-09-09T21:30Z,LowPower
2023-09-09T22:00Z,LowPower
2023-09-09T22:30Z,LowPower
2023-09-09T23:00Z,LowPower
2023-09-09T23:30Z,LowPower
