time_slot,strategy
2023-08-12T00:00Z,LowPower
2023-08-12T00:30Z,LowPower
2023-08-12T01:00Z,LowPower
2023-08-12T01:30Z,LowPower
2023-08-12T02:00Z,LowPower
2023-08-12T02:30Z,LowPower
2023-08-12T03:00Z,LowPower
2023-08-12T03:30Z,LowPower
2023-08-12T04:00Z,LowPower
2023-08-12T04:30Z,LowPower
2023-08-12T05:00Z,LowPower
2023-08-12T05:30Z,LowPower
2023-08-12T06:00Z,LowPower
2023-08-12T06:30Z,LowPower
2023-08-12T07:00Z,MediumPower
2023-08-12T07:30Z,LowPower
2023-08-12T08:00Z,MediumPower
2023-08-12T08:30Z,MediumPower
2023-08-12T09:00Z,MediumPower
2023-08-12T09:30Z,MediumPower
2023-08-12T10:00Z,MediumPower
2023-08-12T10:30Z,MediumPower
2023-08-12T11:00Z,MediumPower
2023-08-12T11:30Z,MediumPower
2023-08-12T12:00Z,MediumPower
2023-08-12T12:30Z,MediumPower
2023-08-12T13:00Z,MediumPower
2023-08-12T13:30Z,MediumPower
2023-08-12T14:00Z,MediumPower
2023-08-12T14:30Z,MediumPower
2023-08-12T15:00Z,MediumPower
2023-08-12T15:30Z,MediumPower
2023-08-12T16:00Z,MediumPower
2023-08-12T16:30Z,MediumPower
2023-08-12T17:00Z,MediumPower
2023-08-12T17:30Z,LowPower
2023-08-12T18:00Z,LowPower
2023-08-12T18:30Z,LowPower
2023-08-12T19:00Z,LowPower
2023-08-12T19:30Z,LowPower
2023-08-12T20:00Z,LowPower
2023-08-12T20:30Z,LowPower
2023-08-12T21:00Z,LowPower
2023-08-12T21:30Z,MediumPower
2023-08-12T22:00Z,LowPower
2023-08-12T22:30Z,MediumPower
2023-08-12T23:00Z,MediumPower
2023-08-12T23:30Z,MediumPower
