time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-05-20T00:00Z,HighPower,129,133,100,97
2023-05-20T00:30Z,HighPower,134,145,131,135
2023-05-20T01:00Z,HighPower,129,146,212,203
2023-05-20T01:30Z,HighPower,126,139,254,257
2023-05-20T02:00Z,HighPower,122,138,300,314
2023-05-20T02:30Z,HighPower,122,136,376,364
2023-05-20T03:00Z,HighPower,120,141,370,360
2023-05-20T03:30Z,HighPower,115,150,474,486
2023-05-20T04:00Z,HighPower,115,149,486,476
2023-05-20T04:30Z,HighPower,118,124,552,539
2023-05-20T05:00Z,HighPower,121,129,558,564
2023-05-20T05:30Z,HighPower,125,130,668,702
2023-05-20T06:00Z,HighPower,116,129,840,806
2023-05-20T06:30Z,HighPower,100,131,750,783
2023-05-20T07:00Z,HighPower,89,130,888,920
2023-05-20T07:30Z,HighPower,87,105,923,943
2023-05-20T08:00Z,HighPower,78,101,905,927
2023-05-20T08:30Z,HighPower,71,112,1056,1018
2023-05-20T09:00Z,HighPower,66,105,893,910
2023-05-20T09:30Z,HighPower,61,72,775,782
2023-05-20T10:00Z,HighPower,58,71,778,790
2023-05-20T10:30Z,HighPower,58,64,630,631
2023-05-20T11:00Z,HighPower,56,64,631,629
2023-05-20T11:30Z,HighPower,56,60,557,547
2023-05-20T12:00Z,HighPower,55,62,471,496
2023-05-20T12:30Z,HighPower,54,56,578,601
2023-05-20T13:00Z,HighPower,54,59,658,670
2023-05-20T13:30Z,HighPower,57,58,700,715
2023-05-20T14:00Z,HighPower,58,61,697,725
2023-05-20T14:30Z,HighPower,62,61,836,847
2023-05-20T15:00Z,HighPower,75,64,791,796
2023-05-20T15:30Z,HighPower,91,67,874,906
2023-05-20T16:00Z,HighPower,105,73,1099,1063
2023-05-20T16:30Z,HighPower,115,101,885,888
2023-05-20T17:00Z,HighPower,122,109,815,850
2023-05-20T17:30Z,HighPower,127,123,728,716
2023-05-20T18:00Z,HighPower,134,127,624,628
2023-05-20T18:30Z,MediumPower,137,136,548,555
2023-05-20T19:00Z,HighPower,141,143,445,432
2023-05-20T19:30Z,MediumPower,145,155,407,402
2023-05-20T20:00Z,MediumPower,147,158,280,284
2023-05-20T20:30Z,HighPower,146,148,276,274
2023-05-20T21:00Z,HighPower,138,150,258,254
2023-05-20T21:30Z,HighPower,126,147,214,217
2023-05-20T22:00Z,HighPower,120,138,213,213
2023-05-20T22:30Z,HighPower,119,124,158,163
2023-05-20T23:00Z,HighPower,115,126,149,148
2023-05-20T23:30Z,HighPower,117,120,126,125
init_date,2023-05-20T00:30:00+00:00
emissions,563268
error,0
optimal,true
