time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-09-09T00:00Z,HighPower,230,248,107,108
2023-09-09T00:30Z,HighPower,219,233,138,136
2023-09-09T01:00Z,HighPower,217,222,209,209
2023-09-09T01:30Z,HighPower,214,222,258,271
2023-09-09T02:00Z,HighPower,211,212,313,313
2023-09-09T02:30Z,HighPower,208,213,321,338
2023-09-09T03:00Z,HighPower,208,214,371,364
2023-09-09T03:30Z,HighPower,215,211,414,405
2023-09-09T04:00Z,HighPower,215,209,528,507
2023-09-09T04:30Z,HighPower,216,218,588,617
2023-09-09T05:00Z,HighPower,213,216,673,642
2023-09-09T05:30Z,HighPower,208,218,717,701
2023-09-09T06:00Z,HighPower,203,211,735,708
2023-09-09T06:30Z,HighPower,198,211,861,848
2023-09-09T07:00Z,HighPower,191,210,913,958
2023-09-09T07:30Z,HighPower,184,199,893,855
2023-09-09T08:00Z,HighPower,177,191,911,903
2023-09-09T08:30Z,HighPower,168,182,934,932
2023-09-09T09:00Z,HighPower,158,169,897,924
2023-09-09T09:30Z,HighPower,147,165,838,871
2023-09-09T10:00Z,HighPower,138,156,770,810
2023-09-09T10:30Z,HighPower,130,149,687,679
2023-09-09T11:00Z,HighPower,126,139,622,595
2023-09-09T11:30Z,HighPower,125,130,613,588
2023-09-09T12:00Z,HighPower,125,128,458,468
2023-09-09T12:30Z,HighPower,126,130,523,523
2023-09-09T13:00Z,HighPower,132,129,630,641
2023-09-09T13:30Z,HighPower,140,131,642,657
2023-09-09T14:00Z,HighPower,148,137,764,734
2023-09-09T14:30Z,HighPower,162,144,886,850
2023-09-09T15:00Z,HighPower,181,162,821,834
2023-09-09T15:30Z,HighPower,204,179,930,926
2023-09-09T16:00Z,HighPower,219,195,1047,1013
2023-09-09T16:30Z,HighPower,235,222,964,982
2023-09-09T17:00Z,HighPower,246,230,836,808
2023-09-09T17:30Z,HighPower,251,238,696,671
2023-09-09T18:00Z,HighPower,254,253,702,675
2023-09-09T18:30Z,HighPower,261,260,535,561
2023-09-09T19:00Z,HighPower,263,263,479,473
2023-09-09T19:30Z,HighPower,270,263,411,413
2023-09-09T20:00Z,MediumPower,271,262,302,299
2023-09-09T20:30Z,MediumPower,275,268,305,298
2023-09-09T21:00Z,MediumPower,267,271,260,272
2023-09-09T21:30Z,MediumPower,247,269,239,236
2023-09-09T22:00Z,HighPower,236,262,211,210
2023-09-09T22:30Z,HighPower,227,241,157,163
2023-09-09T23:00Z,HighPower,227,239,147,141
2023-09-09T23:30Z,HighPower,219,230,113,118
init_date,2023-09-09T00:30:00+00:00
emissions,1337877
error,1
optimal,true
