time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-08-12T00:00Z,MediumPower,145,144,106,107
2023-08-12T00:30Z,HighPower,129,133,128,135
2023-08-12T01:00Z,MediumPower,123,124,204,210
2023-08-12T01:30Z,HighPower,122,118,261,259
2023-08-12T02:00Z,HighPower,118,108,317,316
2023-08-12T02:30Z,HighPower,125,104,331,318
2023-08-12T03:00Z,HighPower,117,106,417,425
2023-08-12T03:30Z,MediumPower,121,110,449,453
2023-08-12T04:00Z,HighPower,121,100,508,533
2023-08-12T04:30Z,HighPower,112,106,580,600
2023-08-12T05:00Z,HighPower,110,103,559,572
2023-08-12T05:30Z,HighPower,100,99,684,718
2023-08-12T06:00Z,HighPower,97,96,767,795
2023-08-12T06:30Z,HighPower,100,92,739,768
2023-08-12T07:00Z,HighPower,115,86,911,897
2023-08-12T07:30Z,HighPower,102,91,964,1003
2023-08-12T08:00Z,HighPower,86,86,1041,1026
2023-08-12T08:30Z,HighPower,82,88,858,866
2023-08-12T09:00Z,HighPower,75,78,839,831
2023-08-12T09:30Z,HighPower,80,79,870,836
2023-08-12T10:00Z,HighPower,73,69,731,732
2023-08-12T10:30Z,HighPower,68,74,592,620
2023-08-12T11:00Z,HighPower,66,64,620,642
2023-08-12T11:30Z,HighPower,62,65,576,575
2023-08-12T12:00Z,HighPower,62,63,470,469
2023-08-12T12:30Z,HighPower,64,60,556,532
2023-08-12T13:00Z,HighPower,63,58,608,582
2023-08-12T13:30Z,HighPower,70,63,664,654
2023-08-12T14:00Z,HighPower,72,57,734,767
2023-08-12T14:30Z,HighPower,66,63,889,851
2023-08-12T15:00Z,HighPower,73,63,853,869
2023-08-12T15:30Z,HighPower,74,60,1070,1023
2023-08-12T16:00Z,HighPower,78,66,1011,1055
2023-08-12T16:30Z,HighPower,97,70,919,934
2023-08-12T17:00Z,HighPower,109,75,929,905
2023-08-12T17:30Z,HighPower,111,88,711,691
2023-08-12T18:00Z,HighPower,112,98,666,657
2023-08-12T18:30Z,HighPower,119,98,632,610
2023-08-12T19:00Z,MediumPower,121,103,506,487
2023-08-12T19:30Z,HighPower,122,104,364,356
2023-08-12T20:00Z,HighPower,117,105,274,275
2023-08-12T20:30Z,HighPower,117,105,258,270
2023-08-12T21:00Z,HighPower,110,102,260,274
2023-08-12T21:30Z,HighPower,93,100,228,221
2023-08-12T22:00Z,HighPower,89,101,224,214
2023-08-12T22:30Z,HighPower,91,85,184,190
2023-08-12T23:00Z,HighPower,87,81,151,153
2023-08-12T23:30Z,HighPower,88,81,130,130
init_date,2023-08-12T00:30:00+00:00
emissions,433053
error,0
optimal,true
