time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-07-12T00:00Z,HighPower,165,153,95,98
2023-07-12T00:30Z,HighPower,160,159,139,138
2023-07-12T01:00Z,HighPower,151,159,193,201
2023-07-12T01:30Z,HighPower,149,159,268,260
2023-07-12T02:00Z,HighPower,144,150,312,328
2023-07-12T02:30Z,HighPower,146,147,375,369
2023-07-12T03:00Z,HighPower,144,140,425,411
2023-07-12T03:30Z,HighPower,149,145,480,489
2023-07-12T04:00Z,HighPower,156,138,522,524
2023-07-12T04:30Z,HighPower,163,147,547,523
2023-07-12T05:00Z,HighPower,162,152,620,618
2023-07-12T05:30Z,HighPower,158,158,646,662
2023-07-12T06:00Z,HighPower,158,157,682,686
2023-07-12T06:30Z,HighPower,162,144,771,737
2023-07-12T07:00Z,HighPower,157,145,941,923
2023-07-12T07:30Z,HighPower,153,147,913,944
2023-07-12T08:00Z,HighPower,148,143,1023,1014
2023-07-12T08:30Z,HighPower,143,131,896,885
2023-07-12T09:00Z,HighPower,140,124,842,831
2023-07-12T09:30Z,HighPower,136,113,797,792
2023-07-12T10:00Z,HighPower,131,112,768,767
2023-07-12T10:30Z,HighPower,128,107,684,675
2023-07-12T11:00Z,HighPower,125,106,550,561
2023-07-12T11:30Z,HighPower,123,105,569,578
2023-07-12T12:00Z,HighPower,120,78,504,503
2023-07-12T12:30Z,HighPower,118,79,594,577
2023-07-12T13:00Z,HighPower,115,78,634,638
2023-07-12T13:30Z,HighPower,120,106,711,721
2023-07-12T14:00Z,HighPower,122,102,741,760
2023-07-12T14:30Z,HighPower,135,107,825,842
2023-07-12T15:00Z,HighPower,149,116,757,797
2023-07-12T15:30Z,HighPower,151,121,1044,1013
2023-07-12T16:00Z,HighPower,155,124,953,921
2023-07-12T16:30Z,HighPower,163,143,948,964
2023-07-12T17:00Z,HighPower,171,152,788,791
2023-07-12T17:30Z,HighPower,178,155,641,675
2023-07-12T18:00Z,HighPower,185,170,710,682
2023-07-12T18:30Z,HighPower,190,178,577,553
2023-07-12T19:00Z,MediumPower,192,180,460,462
2023-07-12T19:30Z,MediumPower,189,191,376,396
2023-07-12T20:00Z,HighPower,193,188,295,298
2023-07-12T20:30Z,HighPower,191,186,270,276
2023-07-12T21:00Z,MediumPower,177,192,224,231
2023-07-12T21:30Z,HighPower,180,188,209,220
2023-07-12T22:00Z,HighPower,175,164,208,211
2023-07-12T22:30Z,HighPower,175,173,174,176
2023-07-12T23:00Z,HighPower,173,170,163,163
2023-07-12T23:30Z,HighPower,174,171,114,116
init_date,2023-07-12T00:30:00+00:00
emissions,837673
error,1
optimal,true
