time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-10-07T00:00Z,HighPower,61,59,103,99
2023-10-07T00:30Z,HighPower,66,59,140,144
2023-10-07T01:00Z,HighPower,67,61,204,211
2023-10-07T01:30Z,HighPower,62,61,229,237
2023-10-07T02:00Z,HighPower,63,62,295,287
2023-10-07T02:30Z,HighPower,60,62,321,324
2023-10-07T03:00Z,HighPower,58,64,387,369
2023-10-07T03:30Z,HighPower,63,61,397,414
2023-10-07T04:00Z,HighPower,68,61,453,471
2023-10-07T04:30Z,HighPower,64,65,584,596
2023-10-07T05:00Z,HighPower,66,68,602,595
2023-10-07T05:30Z,HighPower,69,65,696,694
2023-10-07T06:00Z,HighPower,74,66,755,764
2023-10-07T06:30Z,HighPower,78,64,786,757
2023-10-07T07:00Z,HighPower,74,66,802,832
2023-10-07T07:30Z,HighPower,65,73,991,998
2023-10-07T08:00Z,HighPower,66,68,937,958
2023-10-07T08:30Z,HighPower,64,62,997,1008
2023-10-07T09:00Z,HighPower,60,64,921,942
2023-10-07T09:30Z,HighPower,58,57,725,758
2023-10-07T10:00Z,HighPower,57,60,656,674
2023-10-07T10:30Z,HighPower,64,61,718,693
2023-10-07T11:00Z,HighPower,64,55,562,589
2023-10-07T11:30Z,HighPower,57,61,507,513
2023-10-07T12:00Z,HighPower,57,67,443,455
2023-10-07T12:30Z,HighPower,62,61,570,550
2023-10-07T13:00Z,HighPower,63,57,664,667
2023-10-07T13:30Z,HighPower,66,60,662,666
2023-10-07T14:00Z,HighPower,80,60,777,769
2023-10-07T14:30Z,HighPower,94,71,774,807
2023-10-07T15:00Z,HighPower,107,96,823,794
2023-10-07T15:30Z,HighPower,128,108,869,854
2023-10-07T16:00Z,HighPower,138,120,974,990
2023-10-07T16:30Z,HighPower,135,142,868,843
2023-10-07T17:00Z,MediumPower,143,155,844,826
2023-10-07T17:30Z,HighPower,153,137,711,728
2023-10-07T18:00Z,HighPower,156,137,635,637
2023-10-07T18:30Z,HighPower,158,150,629,601
2023-10-07T19:00Z,HighPower,157,155,524,501
2023-10-07T19:30Z,HighPower,150,152,356,372
2023-10-07T20:00Z,MediumPower,146,158,310,310
2023-10-07T20:30Z,HighPower,148,140,276,271
2023-10-07T21:00Z,HighPower,146,137,246,237
2023-10-07T21:30Z,HighPower,118,143,216,219
2023-10-07T22:00Z,HighPower,104,130,223,216
2023-10-07T22:30Z,HighPower,91,122,176,184
2023-10-07T23:00Z,HighPower,92,117,167,164
2023-10-07T23:30Z,HighPower,87,90,128,127
init_date,2023-10-07T00:30:00+00:00
emissions,547093
error,1
optimal,true
