time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-04-19T00:00Z,HighPower,97,90,92,96
2023-04-19T00:30Z,HighPower,93,78,160,156
2023-04-19T01:00Z,HighPower,90,80,185,180
2023-04-19T01:30Z,HighPower,88,100,253,257
2023-04-19T02:00Z,HighPower,85,92,321,311
2023-04-19T02:30Z,HighPower,82,87,304,319
2023-04-19T03:00Z,HighPower,84,87,377,369
2023-04-19T03:30Z,HighPower,106,83,434,432
2023-04-19T04:00Z,HighPower,116,80,513,490
2023-04-19T04:30Z,HighPower,137,83,539,562
2023-04-19T05:00Z,HighPower,144,116,695,673
2023-04-19T05:30Z,HighPower,144,135,730,713
2023-04-19T06:00Z,HighPower,146,129,704,719
2023-04-19T06:30Z,HighPower,136,150,785,748
2023-04-19T07:00Z,HighPower,135,147,939,944
2023-04-19T07:30Z,HighPower,124,141,881,895
2023-04-19T08:00Z,MediumPower,113,134,1054,1022
2023-04-19T08:30Z,HighPower,105,131,878,884
2023-04-19T09:00Z,HighPower,96,129,848,809
2023-04-19T09:30Z,HighPower,81,121,774,754
2023-04-19T10:00Z,HighPower,71,118,764,785
2023-04-19T10:30Z,HighPower,66,113,720,699
2023-04-19T11:00Z,HighPower,61,110,616,611
2023-04-19T11:30Z,HighPower,58,77,555,564
2023-04-19T12:00Z,HighPower,56,69,507,497
2023-04-19T12:30Z,HighPower,55,68,573,566
2023-04-19T13:00Z,HighPower,54,61,622,644
2023-04-19T13:30Z,HighPower,54,61,623,647
2023-04-19T14:00Z,HighPower,55,62,689,710
2023-04-19T14:30Z,HighPower,63,61,826,851
2023-04-19T15:00Z,HighPower,74,64,895,937
2023-04-19T15:30Z,HighPower,83,67,842,855
2023-04-19T16:00Z,HighPower,95,81,967,989
2023-04-19T16:30Z,HighPower,127,93,952,949
2023-04-19T17:00Z,HighPower,136,101,740,754
2023-04-19T17:30Z,HighPower,140,129,760,745
2023-04-19T18:00Z,HighPower,145,163,578,591
2023-04-19T18:30Z,HighPower,147,150,551,565
2023-04-19T19:00Z,HighPower,143,147,488,472
2023-04-19T19:30Z,HighPower,143,149,407,389
2023-04-19T20:00Z,HighPower,144,146,282,278
2023-04-19T20:30Z,HighPower,139,146,254,265
2023-04-19T21:00Z,HighPower,130,149,262,251
2023-04-19T21:30Z,HighPower,101,142,212,207
2023-04-19T22:00Z,HighPower,99,131,195,188
2023-04-19T22:30Z,HighPower,99,105,185,177
2023-04-19T23:00Z,HighPower,99,104,142,137
2023-04-19T23:30Z,HighPower,106,101,120,125
init_date,2023-04-19T00:30:00+00:00
emissions,673109
error,0
optimal,true
