time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-22T00:00Z,HighPower,198,197,103,100
2023-02-22T00:30Z,HighPower,201,193,152,157
2023-02-22T01:00Z,HighPower,196,195,188,187
2023-02-22T01:30Z,HighPower,194,200,235,235
2023-02-22T02:00Z,HighPower,201,198,295,299
2023-02-22T02:30Z,HighPower,208,187,358,365
2023-02-22T03:00Z,HighPower,217,201,430,438
2023-02-22T03:30Z,HighPower,216,205,444,452
2023-02-22T04:00Z,HighPower,215,209,462,478
2023-02-22T04:30Z,HighPower,215,210,517,517
2023-02-22T05:00Z,HighPower,221,220,562,585
2023-02-22T05:30Z,HighPower,215,222,648,648
2023-02-22T06:00Z,HighPower,221,226,728,700
2023-02-22T06:30Z,HighPower,242,223,719,731
2023-02-22T07:00Z,HighPower,235,214,896,877
2023-02-22T07:30Z,HighPower,230,241,919,891
2023-02-22T08:00Z,MediumPower,227,238,1128,1094
2023-02-22T08:30Z,HighPower,223,227,921,946
2023-02-22T09:00Z,HighPower,222,223,875,908
2023-02-22T09:30Z,HighPower,216,217,727,750
2023-02-22T10:00Z,HighPower,214,219,811,803
2023-02-22T10:30Z,HighPower,212,230,700,683
2023-02-22T11:00Z,HighPower,219,208,678,668
2023-02-22T11:30Z,HighPower,218,209,548,567
2023-02-22T12:00Z,HighPower,221,211,509,496
2023-02-22T12:30Z,HighPower,220,205,554,555
2023-02-22T13:00Z,HighPower,217,216,598,584
2023-02-22T13:30Z,HighPower,207,213,640,624
2023-02-22T14:00Z,HighPower,218,212,808,813
2023-02-22T14:30Z,HighPower,224,206,840,806
2023-02-22T15:00Z,HighPower,234,220,933,928
2023-02-22T15:30Z,HighPower,237,229,927,915
2023-02-22T16:00Z,HighPower,242,241,925,914
2023-02-22T16:30Z,HighPower,250,244,969,935
2023-02-22T17:00Z,HighPower,252,240,759,750
2023-02-22T17:30Z,HighPower,255,250,660,684
2023-02-22T18:00Z,HighPower,246,252,627,656
2023-02-22T18:30Z,HighPower,247,255,534,538
2023-02-22T19:00Z,HighPower,240,245,507,518
2023-02-22T19:30Z,HighPower,234,240,346,354
2023-02-22T20:00Z,HighPower,242,241,301,315
2023-02-22T20:30Z,HighPower,238,223,280,280
2023-02-22T21:00Z,HighPower,226,229,258,264
2023-02-22T21:30Z,HighPower,213,214,210,212
2023-02-22T22:00Z,HighPower,216,206,191,200
2023-02-22T22:30Z,HighPower,200,187,178,173
2023-02-22T23:00Z,HighPower,168,201,141,148
2023-02-22T23:30Z,HighPower,154,191,138,134
init_date,2023-02-22T00:30:00+00:00
emissions,1563743
error,0
optimal,true
