time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-06-17T00:00Z,HighPower,250,250,99,103
2023-06-17T00:30Z,MediumPower,253,248,152,150
2023-06-17T01:00Z,HighPower,248,243,183,180
2023-06-17T01:30Z,HighPower,244,243,231,239
2023-06-17T02:00Z,HighPower,242,245,305,311
2023-06-17T02:30Z,HighPower,249,237,400,383
2023-06-17T03:00Z,HighPower,251,243,393,385
2023-06-17T03:30Z,HighPower,249,245,420,418
2023-06-17T04:00Z,MediumPower,247,246,470,492
2023-06-17T04:30Z,HighPower,234,243,561,586
2023-06-17T05:00Z,MediumPower,231,252,634,636
2023-06-17T05:30Z,HighPower,222,240,749,750
2023-06-17T06:00Z,HighPower,218,236,742,721
2023-06-17T06:30Z,HighPower,209,229,827,790
2023-06-17T07:00Z,HighPower,204,220,942,943
2023-06-17T07:30Z,HighPower,193,213,972,1010
2023-06-17T08:00Z,HighPower,186,207,857,900
2023-06-17T08:30Z,HighPower,178,193,1018,1010
2023-06-17T09:00Z,HighPower,173,187,863,881
2023-06-17T09:30Z,HighPower,165,177,799,811
2023-06-17T10:00Z,HighPower,159,173,804,806
2023-06-17T10:30Z,HighPower,156,164,732,737
2023-06-17T11:00Z,HighPower,153,160,651,657
2023-06-17T11:30Z,HighPower,148,149,597,583
2023-06-17T12:00Z,HighPower,143,151,550,547
2023-06-17T12:30Z,HighPower,138,140,614,612
2023-06-17T13:00Z,HighPower,134,138,582,593
2023-06-17T13:30Z,HighPower,138,133,692,692
2023-06-17T14:00Z,HighPower,143,135,760,781
2023-06-17T14:30Z,HighPower,164,141,827,843
2023-06-17T15:00Z,HighPower,169,146,917,928
2023-06-17T15:30Z,HighPower,184,184,943,981
2023-06-17T16:00Z,HighPower,193,180,1038,1060
2023-06-17T16:30Z,HighPower,197,194,1020,1002
2023-06-17T17:00Z,HighPower,206,198,850,834
2023-06-17T17:30Z,HighPower,216,204,691,695
2023-06-17T18:00Z,HighPower,224,207,598,592
2023-06-17T18:30Z,HighPower,226,211,514,514
2023-06-17T19:00Z,HighPower,230,216,450,457
2023-06-17T19:30Z,HighPower,234,217,407,410
2023-06-17T20:00Z,HighPower,233,219,293,304
2023-06-17T20:30Z,HighPower,230,218,313,301
2023-06-17T21:00Z,HighPower,225,218,224,225
2023-06-17T21:30Z,HighPower,234,208,228,222
2023-06-17T22:00Z,HighPower,224,197,190,191
2023-06-17T22:30Z,HighPower,217,180,169,164
2023-06-17T23:00Z,HighPower,213,177,154,161
2023-06-17T23:30Z,HighPower,207,178,136,136
init_date,2023-06-17T00:30:00+00:00
emissions,1369126
error,0
optimal,true
