time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-11-04T00:00Z,HighPower,129,108,105,104
2023-11-04T00:30Z,HighPower,122,103,137,137
2023-11-04T01:00Z,HighPower,127,108,204,210
2023-11-04T01:30Z,HighPower,135,101,236,238
2023-11-04T02:00Z,HighPower,149,110,316,329
2023-11-04T02:30Z,HighPower,158,117,322,337
2023-11-04T03:00Z,HighPower,156,121,380,368
2023-11-04T03:30Z,HighPower,156,137,438,436
2023-11-04T04:00Z,HighPower,151,141,518,529
2023-11-04T04:30Z,HighPower,153,141,586,602
2023-11-04T05:00Z,HighPower,149,140,660,645
2023-11-04T05:30Z,HighPower,164,138,733,740
2023-11-04T06:00Z,HighPower,166,138,841,815
2023-11-04T06:30Z,HighPower,167,149,820,852
2023-11-04T07:00Z,HighPower,157,152,839,826
2023-11-04T07:30Z,HighPower,172,159,928,951
2023-11-04T08:00Z,HighPower,179,146,1035,1074
2023-11-04T08:30Z,HighPower,180,153,1014,1000
2023-11-04T09:00Z,HighPower,176,160,850,819
2023-11-04T09:30Z,HighPower,174,166,906,883
2023-11-04T10:00Z,HighPower,175,161,714,702
2023-11-04T10:30Z,HighPower,182,159,666,683
2023-11-04T11:00Z,HighPower,175,155,637,632
2023-11-04T11:30Z,HighPower,169,158,564,572
2023-11-04T12:00Z,HighPower,159,165,540,522
2023-11-04T12:30Z,HighPower,159,163,547,560
2023-11-04T13:00Z,HighPower,160,143,602,591
2023-11-04T13:30Z,HighPower,149,144,698,727
2023-11-04T14:00Z,HighPower,143,169,721,727
2023-11-04T14:30Z,HighPower,147,166,906,877
2023-11-04T15:00Z,HighPower,159,154,937,928
2023-11-04T15:30Z,HighPower,166,161,1038,993
2023-11-04T16:00Z,HighPower,177,169,1035,1015
2023-11-04T16:30Z,HighPower,181,178,935,955
2023-11-04T17:00Z,HighPower,175,178,849,855
2023-11-04T17:30Z,HighPower,179,187,741,724
2023-11-04T18:00Z,HighPower,194,176,691,675
2023-11-04T18:30Z,HighPower,194,176,568,586
2023-11-04T19:00Z,HighPower,192,191,415,428
2023-11-04T19:30Z,MediumPower,187,201,421,402
2023-11-04T20:00Z,MediumPower,190,197,320,316
2023-11-04T20:30Z,MediumPower,186,196,290,285
2023-11-04T21:00Z,MediumPower,183,200,252,263
2023-11-04T21:30Z,HighPower,186,197,226,220
2023-11-04T22:00Z,HighPower,180,197,189,188
2023-11-04T22:30Z,HighPower,169,177,164,173
2023-11-04T23:00Z,HighPower,169,181,144,144
2023-11-04T23:30Z,HighPower,168,174,108,112
init_date,2023-11-04T00:30:00+00:00
emissions,1127257
error,0
optimal,true
