time_slot,strategy
2023-10-07T00:00Z,MediumPower
2023-10-07T00:30Z,MediumPower
2023-10-07T01:00Z,MediumPower
2023-10-07T01:30Z,MediumPower
2023-10-07T02:00Z,MediumPower
2023-10-07T02:30Z,MediumPower
2023-10-07T03:00Z,MediumPower
2023-10-07T03:30Z,MediumPower
2023-10-07T04:00Z,MediumPower
2023-10-07T04:30Z,MediumPower
2023-10-07T05:00Z,MediumPower
2023-10-07T05:30Z,MediumPower
2023-10-07T06:00Z,MediumPower
2023-10-07T06:30Z,MediumPower
2023-10-07T07:00Z,MediumPower
2023-10-07T07:30Z,MediumPower
2023-10-07T08:00Z,MediumPower
2023-10-07T08:30Z,MediumPower
2023-10-07T09:00Z,MediumPower
2023-10-07T09:30Z,MediumPower
2023-10-07T10:00Z,MediumPower
2023-10-07T10:30Z,MediumPower
2023-10-07T11:00Z,HighPower
2023-10-07T11:30Z,MediumPower
2023-10-07T12:00Z,MediumPower
2023-10-07T12:30Z,MediumPower
2023-10-07T13:00Z,MediumPower
2023-10-07T13:30Z,MediumPower
2023-10-07T14:00Z,MediumPower
2023-10-07T14:30Z,LowPower
2023-10-07T15:00Z,LowPower
2023-10-07T15:30Z,LowPower
2023-10-07T16:00Z,LowPower
2023-10-07T16:30Z,LowPower
2023-10-07T17:00Z,LowPower
2023-10-07T17:30Z,LowPower
2023-10-07T18:00Z,LowPower
2023-10-07T18:30Z,LowPower
2023-10-07T19:00Z,LowPower
2023-10-07T19:30Z,LowPower
2023-10-07T20:00Z,LowPower
2023-10-07T20:30Z,LowPower
2023-10-07T21:00Z,LowPower
2023-10-07T21:30Z,LowPower
2023-10-07T22:00Z,LowPower
2023-10-07T22:30Z,LowPower
2023-10-07T23:00Z,LowPower
2023-10-07T23:30Z,LowPower
