time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-04-22T00:00Z,HighPower,169,159,97,100
2023-04-22T00:30Z,HighPower,161,168,138,139
2023-04-22T01:00Z,HighPower,161,170,223,219
2023-04-22T01:30Z,HighPower,161,163,259,270
2023-04-22T02:00Z,HighPower,161,165,327,325
2023-04-22T02:30Z,HighPower,165,159,331,330
2023-04-22T03:00Z,HighPower,166,168,387,406
2023-04-22T03:30Z,HighPower,162,168,413,410
2023-04-22T04:00Z,HighPower,156,168,515,500
2023-04-22T04:30Z,HighPower,153,165,529,547
2023-04-22T05:00Z,HighPower,161,163,617,642
2023-04-22T05:30Z,MediumPower,162,186,677,676
2023-04-22T06:00Z,HighPower,162,154,682,683
2023-04-22T06:30Z,HighPower,163,168,830,791
2023-04-22T07:00Z,HighPower,160,154,797,793
2023-04-22T07:30Z,HighPower,156,162,920,881
2023-04-22T08:00Z,HighPower,151,157,997,1025
2023-04-22T08:30Z,HighPower,145,158,911,878
2023-04-22T09:00Z,HighPower,140,152,862,831
2023-04-22T09:30Z,HighPower,135,144,856,882
2023-04-22T10:00Z,HighPower,130,141,720,704
2023-04-22T10:30Z,HighPower,125,137,608,626
2023-04-22T11:00Z,HighPower,127,132,550,571
2023-04-22T11:30Z,HighPower,125,122,546,565
2023-04-22T12:00Z,HighPower,129,123,450,464
2023-04-22T12:30Z,HighPower,133,127,579,577
2023-04-22T13:00Z,HighPower,136,132,673,659
2023-04-22T13:30Z,HighPower,144,136,715,750
2023-04-22T14:00Z,HighPower,147,148,793,782
2023-04-22T14:30Z,HighPower,158,152,744,773
2023-04-22T15:00Z,HighPower,166,161,971,941
2023-04-22T15:30Z,HighPower,169,163,1046,1005
2023-04-22T16:00Z,HighPower,176,173,995,1011
2023-04-22T16:30Z,HighPower,177,174,880,905
2023-04-22T17:00Z,HighPower,182,181,875,886
2023-04-22T17:30Z,MediumPower,188,183,657,666
2023-04-22T18:00Z,MediumPower,191,187,574,605
2023-04-22T18:30Z,MediumPower,192,196,546,561
2023-04-22T19:00Z,MediumPower,194,198,486,477
2023-04-22T19:30Z,MediumPower,200,195,398,396
2023-04-22T20:00Z,MediumPower,196,196,276,275
2023-04-22T20:30Z,MediumPower,192,200,282,279
2023-04-22T21:00Z,MediumPower,182,209,285,273
2023-04-22T21:30Z,HighPower,144,184,215,212
2023-04-22T22:00Z,HighPower,128,180,201,201
2023-04-22T22:30Z,HighPower,118,148,166,169
2023-04-22T23:00Z,HighPower,112,143,151,147
2023-04-22T23:30Z,HighPower,108,133,116,118
init_date,2023-04-22T00:30:00+00:00
emissions,1005176
error,4
optimal,true
