time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-05-20T00:00Z,HighPower,129,133,112,109
2023-05-20T00:30Z,HighPower,134,145,153,155
2023-05-20T01:00Z,HighPower,129,146,184,185
2023-05-20T01:30Z,HighPower,126,139,258,252
2023-05-20T02:00Z,HighPower,122,138,274,289
2023-05-20T02:30Z,HighPower,122,136,376,378
2023-05-20T03:00Z,HighPower,120,141,415,432
2023-05-20T03:30Z,HighPower,115,150,481,490
2023-05-20T04:00Z,MediumPower,115,149,459,483
2023-05-20T04:30Z,HighPower,118,124,529,547
2023-05-20T05:00Z,MediumPower,121,129,573,602
2023-05-20T05:30Z,HighPower,125,130,727,701
2023-05-20T06:00Z,HighPower,116,129,709,729
2023-05-20T06:30Z,HighPower,100,131,863,844
2023-05-20T07:00Z,HighPower,89,130,767,799
2023-05-20T07:30Z,HighPower,87,105,879,900
2023-05-20T08:00Z,HighPower,78,101,884,908
2023-05-20T08:30Z,MediumPower,71,112,1030,1012
2023-05-20T09:00Z,HighPower,66,105,799,839
2023-05-20T09:30Z,HighPower,61,72,767,740
2023-05-20T10:00Z,HighPower,58,71,823,789
2023-05-20T10:30Z,HighPower,58,64,638,636
2023-05-20T11:00Z,HighPower,56,64,580,605
2023-05-20T11:30Z,HighPower,56,60,574,604
2023-05-20T12:00Z,HighPower,55,62,535,541
2023-05-20T12:30Z,HighPower,54,56,527,523
2023-05-20T13:00Z,HighPower,54,59,634,654
2023-05-20T13:30Z,HighPower,57,58,670,644
2023-05-20T14:00Z,HighPower,58,61,739,768
2023-05-20T14:30Z,HighPower,62,61,811,839
2023-05-20T15:00Z,HighPower,75,64,822,803
2023-05-20T15:30Z,HighPower,91,67,832,857
2023-05-20T16:00Z,HighPower,105,73,997,969
2023-05-20T16:30Z,HighPower,115,101,845,830
2023-05-20T17:00Z,HighPower,122,109,756,778
2023-05-20T17:30Z,MediumPower,127,123,809,783
2023-05-20T18:00Z,HighPower,134,127,626,604
2023-05-20T18:30Z,MediumPower,137,136,520,519
2023-05-20T19:00Z,HighPower,141,143,478,484
2023-05-20T19:30Z,MediumPower,145,155,400,402
2023-05-20T20:00Z,MediumPower,147,158,289,297
2023-05-20T20:30Z,HighPower,146,148,261,252
2023-05-20T21:00Z,MediumPower,138,150,249,243
2023-05-20T21:30Z,HighPower,126,147,206,206
2023-05-20T22:00Z,HighPower,120,138,209,201
2023-05-20T22:30Z,HighPower,119,124,183,183
2023-05-20T23:00Z,HighPower,115,126,157,156
2023-05-20T23:30Z,HighPower,117,120,113,118
init_date,2023-05-20T00:30:00+00:00
emissions,554266
error,3
optimal,true
