time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-25T00:00Z,HighPower,96,133,103,109
2023-02-25T00:30Z,HighPower,104,111,160,157
2023-02-25T01:00Z,HighPower,102,113,208,210
2023-02-25T01:30Z,HighPower,100,107,244,247
2023-02-25T02:00Z,HighPower,96,107,287,287
2023-02-25T02:30Z,HighPower,93,107,365,375
2023-02-25T03:00Z,HighPower,88,109,407,420
2023-02-25T03:30Z,HighPower,90,97,500,493
2023-02-25T04:00Z,HighPower,92,93,523,515
2023-02-25T04:30Z,HighPower,91,91,515,535
2023-02-25T05:00Z,HighPower,92,99,549,564
2023-02-25T05:30Z,HighPower,96,94,692,708
2023-02-25T06:00Z,HighPower,97,98,735,765
2023-02-25T06:30Z,HighPower,105,93,824,811
2023-02-25T07:00Z,HighPower,116,99,887,921
2023-02-25T07:30Z,HighPower,119,112,887,912
2023-02-25T08:00Z,HighPower,113,116,1035,994
2023-02-25T08:30Z,HighPower,116,115,1020,978
2023-02-25T09:00Z,HighPower,114,114,864,900
2023-02-25T09:30Z,HighPower,117,123,824,806
2023-02-25T10:00Z,HighPower,116,118,715,696
2023-02-25T10:30Z,HighPower,110,116,655,652
2023-02-25T11:00Z,HighPower,104,121,606,613
2023-02-25T11:30Z,HighPower,104,110,499,509
2023-02-25T12:00Z,HighPower,102,112,494,496
2023-02-25T12:30Z,HighPower,103,104,580,577
2023-02-25T13:00Z,HighPower,106,106,635,619
2023-02-25T13:30Z,HighPower,107,105,684,684
2023-02-25T14:00Z,HighPower,107,108,838,801
2023-02-25T14:30Z,HighPower,110,112,848,811
2023-02-25T15:00Z,HighPower,119,111,930,890
2023-02-25T15:30Z,HighPower,130,116,968,989
2023-02-25T16:00Z,HighPower,135,125,1078,1048
2023-02-25T16:30Z,MediumPower,144,147,948,947
2023-02-25T17:00Z,MediumPower,152,155,808,847
2023-02-25T17:30Z,MediumPower,155,161,688,706
2023-02-25T18:00Z,MediumPower,158,156,691,689
2023-02-25T18:30Z,HighPower,158,153,539,532
2023-02-25T19:00Z,HighPower,157,151,471,461
2023-02-25T19:30Z,HighPower,158,151,404,417
2023-02-25T20:00Z,MediumPower,161,158,306,303
2023-02-25T20:30Z,HighPower,164,149,305,294
2023-02-25T21:00Z,MediumPower,163,158,240,247
2023-02-25T21:30Z,MediumPower,156,164,204,212
2023-02-25T22:00Z,MediumPower,152,155,202,210
2023-02-25T22:30Z,MediumPower,147,151,163,172
2023-02-25T23:00Z,HighPower,130,149,153,156
2023-02-25T23:30Z,HighPower,125,149,113,114
init_date,2023-02-25T00:30:00+00:00
emissions,669666
error,3
optimal,true
