time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-09-09T00:00Z,HighPower,230,248,96,98
2023-09-09T00:30Z,HighPower,219,233,156,153
2023-09-09T01:00Z,HighPower,217,222,209,201
2023-09-09T01:30Z,HighPower,214,222,229,231
2023-09-09T02:00Z,HighPower,211,212,269,277
2023-09-09T02:30Z,HighPower,208,213,331,317
2023-09-09T03:00Z,HighPower,208,214,380,365
2023-09-09T03:30Z,HighPower,215,211,496,485
2023-09-09T04:00Z,HighPower,215,209,487,489
2023-09-09T04:30Z,HighPower,216,218,571,602
2023-09-09T05:00Z,HighPower,213,216,632,605
2023-09-09T05:30Z,HighPower,208,218,640,640
2023-09-09T06:00Z,HighPower,203,211,722,698
2023-09-09T06:30Z,HighPower,198,211,806,770
2023-09-09T07:00Z,HighPower,191,210,901,886
2023-09-09T07:30Z,HighPower,184,199,844,878
2023-09-09T08:00Z,HighPower,177,191,992,970
2023-09-09T08:30Z,HighPower,168,182,920,904
2023-09-09T09:00Z,HighPower,158,169,773,811
2023-09-09T09:30Z,HighPower,147,165,855,882
2023-09-09T10:00Z,HighPower,138,156,666,698
2023-09-09T10:30Z,HighPower,130,149,690,721
2023-09-09T11:00Z,HighPower,126,139,604,586
2023-09-09T11:30Z,HighPower,125,130,525,533
2023-09-09T12:00Z,HighPower,125,128,535,523
2023-09-09T12:30Z,HighPower,126,130,602,593
2023-09-09T13:00Z,HighPower,132,129,615,643
2023-09-09T13:30Z,HighPower,140,131,724,750
2023-09-09T14:00Z,HighPower,148,137,725,752
2023-09-09T14:30Z,HighPower,162,144,821,839
2023-09-09T15:00Z,HighPower,181,162,758,794
2023-09-09T15:30Z,HighPower,204,179,1042,1005
2023-09-09T16:00Z,HighPower,219,195,1005,961
2023-09-09T16:30Z,MediumPower,235,222,872,878
2023-09-09T17:00Z,MediumPower,246,230,790,767
2023-09-09T17:30Z,MediumPower,251,238,741,752
2023-09-09T18:00Z,MediumPower,254,253,586,586
2023-09-09T18:30Z,HighPower,261,260,511,532
2023-09-09T19:00Z,MediumPower,263,263,492,514
2023-09-09T19:30Z,HighPower,270,263,391,400
2023-09-09T20:00Z,MediumPower,271,262,285,293
2023-09-09T20:30Z,MediumPower,275,268,294,288
2023-09-09T21:00Z,HighPower,267,271,252,247
2023-09-09T21:30Z,HighPower,247,269,205,215
2023-09-09T22:00Z,MediumPower,236,262,189,199
2023-09-09T22:30Z,HighPower,227,241,176,173
2023-09-09T23:00Z,HighPower,227,239,159,156
2023-09-09T23:30Z,HighPower,219,230,115,114
init_date,2023-09-09T00:30:00+00:00
emissions,1175660
error,4
optimal,true
