time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-12-02T00:00Z,HighPower,299,296,89,93
2023-12-02T00:30Z,HighPower,299,300,155,154
2023-12-02T01:00Z,HighPower,298,298,195,194
2023-12-02T01:30Z,HighPower,298,298,248,248
2023-12-02T02:00Z,HighPower,298,295,290,299
2023-12-02T02:30Z,HighPower,299,302,340,335
2023-12-02T03:00Z,HighPower,300,296,410,426
2023-12-02T03:30Z,HighPower,304,298,428,431
2023-12-02T04:00Z,HighPower,300,299,537,518
2023-12-02T04:30Z,HighPower,306,306,574,567
2023-12-02T05:00Z,HighPower,306,302,608,635
2023-12-02T05:30Z,HighPower,309,310,737,728
2023-12-02T06:00Z,HighPower,307,309,665,698
2023-12-02T06:30Z,MediumPower,302,312,885,856
2023-12-02T07:00Z,MediumPower,299,308,824,865
2023-12-02T07:30Z,MediumPower,292,305,1027,1014
2023-12-02T08:00Z,MediumPower,294,278,1083,1057
2023-12-02T08:30Z,HighPower,282,294,942,936
2023-12-02T09:00Z,HighPower,277,298,913,874
2023-12-02T09:30Z,HighPower,273,286,831,797
2023-12-02T10:00Z,HighPower,272,283,716,745
2023-12-02T10:30Z,HighPower,271,278,636,636
2023-12-02T11:00Z,HighPower,271,277,600,599
2023-12-02T11:30Z,HighPower,271,277,547,563
2023-12-02T12:00Z,HighPower,270,273,505,495
2023-12-02T12:30Z,HighPower,266,276,504,512
2023-12-02T13:00Z,HighPower,267,278,625,630
2023-12-02T13:30Z,HighPower,268,274,672,684
2023-12-02T14:00Z,HighPower,272,276,810,778
2023-12-02T14:30Z,HighPower,272,277,848,824
2023-12-02T15:00Z,HighPower,276,275,927,922
2023-12-02T15:30Z,HighPower,272,282,864,876
2023-12-02T16:00Z,MediumPower,271,284,1009,995
2023-12-02T16:30Z,HighPower,266,280,923,941
2023-12-02T17:00Z,HighPower,266,277,843,810
2023-12-02T17:30Z,HighPower,266,272,705,692
2023-12-02T18:00Z,HighPower,265,271,624,641
2023-12-02T18:30Z,HighPower,268,274,539,558
2023-12-02T19:00Z,HighPower,270,277,431,438
2023-12-02T19:30Z,HighPower,273,279,408,420
2023-12-02T20:00Z,HighPower,271,281,306,294
2023-12-02T20:30Z,HighPower,279,278,282,286
2023-12-02T21:00Z,HighPower,272,273,249,249
2023-12-02T21:30Z,HighPower,260,274,225,218
2023-12-02T22:00Z,HighPower,254,274,194,192
2023-12-02T22:30Z,HighPower,227,256,196,188
2023-12-02T23:00Z,HighPower,220,256,138,141
2023-12-02T23:30Z,HighPower,219,249,117,115
init_date,2023-12-02T00:30:00+00:00
emissions,1512541
error,3
optimal,true
