time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-11-04T00:00Z,HighPower,129,108,107,108
2023-11-04T00:30Z,HighPower,122,103,130,136
2023-11-04T01:00Z,HighPower,127,108,189,195
2023-11-04T01:30Z,HighPower,135,101,250,253
2023-11-04T02:00Z,HighPower,149,110,276,286
2023-11-04T02:30Z,HighPower,158,117,355,343
2023-11-04T03:00Z,HighPower,156,121,370,388
2023-11-04T03:30Z,HighPower,156,137,466,448
2023-11-04T04:00Z,HighPower,151,141,450,454
2023-11-04T04:30Z,HighPower,153,141,530,525
2023-11-04T05:00Z,HighPower,149,140,593,620
2023-11-04T05:30Z,HighPower,164,138,670,675
2023-11-04T06:00Z,HighPower,166,138,834,807
2023-11-04T06:30Z,HighPower,167,149,866,854
2023-11-04T07:00Z,HighPower,157,152,877,878
2023-11-04T07:30Z,HighPower,172,159,955,927
2023-11-04T08:00Z,HighPower,179,146,971,950
2023-11-04T08:30Z,HighPower,180,153,1034,999
2023-11-04T09:00Z,HighPower,176,160,928,919
2023-11-04T09:30Z,HighPower,174,166,873,868
2023-11-04T10:00Z,HighPower,175,161,756,728
2023-11-04T10:30Z,HighPower,182,159,681,672
2023-11-04T11:00Z,HighPower,175,155,644,641
2023-11-04T11:30Z,HighPower,169,158,524,541
2023-11-04T12:00Z,HighPower,159,165,435,456
2023-11-04T12:30Z,HighPower,159,163,591,584
2023-11-04T13:00Z,HighPower,160,143,601,603
2023-11-04T13:30Z,HighPower,149,144,624,639
2023-11-04T14:00Z,MediumPower,143,169,759,755
2023-11-04T14:30Z,HighPower,147,166,780,772
2023-11-04T15:00Z,HighPower,159,154,801,802
2023-11-04T15:30Z,HighPower,166,161,953,936
2023-11-04T16:00Z,HighPower,177,169,990,969
2023-11-04T16:30Z,HighPower,181,178,802,837
2023-11-04T17:00Z,HighPower,175,178,804,844
2023-11-04T17:30Z,MediumPower,179,187,808,789
2023-11-04T18:00Z,MediumPower,194,176,711,705
2023-11-04T18:30Z,MediumPower,194,176,537,539
2023-11-04T19:00Z,MediumPower,192,191,444,432
2023-11-04T19:30Z,MediumPower,187,201,371,389
2023-11-04T20:00Z,MediumPower,190,197,289,281
2023-11-04T20:30Z,MediumPower,186,196,285,284
2023-11-04T21:00Z,MediumPower,183,200,239,237
2023-11-04T21:30Z,HighPower,186,197,232,235
2023-11-04T22:00Z,HighPower,180,197,195,193
2023-11-04T22:30Z,HighPower,169,177,160,164
2023-11-04T23:00Z,HighPower,169,181,158,152
2023-11-04T23:30Z,HighPower,168,174,135,135
init_date,2023-11-04T00:30:00+00:00
emissions,983527
error,4
optimal,true
