time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-06-17T00:00Z,HighPower,250,250,96,101
2023-06-17T00:30Z,HighPower,253,248,150,148
2023-06-17T01:00Z,MediumPower,248,243,199,196
2023-06-17T01:30Z,HighPower,244,243,252,257
2023-06-17T02:00Z,HighPower,242,245,315,315
2023-06-17T02:30Z,HighPower,249,237,358,357
2023-06-17T03:00Z,HighPower,251,243,389,402
2023-06-17T03:30Z,HighPower,249,245,402,421
2023-06-17T04:00Z,MediumPower,247,246,549,524
2023-06-17T04:30Z,HighPower,234,243,538,551
2023-06-17T05:00Z,MediumPower,231,252,589,564
2023-06-17T05:30Z,MediumPower,222,240,754,745
2023-06-17T06:00Z,MediumPower,218,236,729,705
2023-06-17T06:30Z,MediumPower,209,229,853,860
2023-06-17T07:00Z,MediumPower,204,220,809,814
2023-06-17T07:30Z,HighPower,193,213,982,973
2023-06-17T08:00Z,HighPower,186,207,986,990
2023-06-17T08:30Z,HighPower,178,193,940,899
2023-06-17T09:00Z,HighPower,173,187,928,920
2023-06-17T09:30Z,HighPower,165,177,858,870
2023-06-17T10:00Z,HighPower,159,173,674,674
2023-06-17T10:30Z,HighPower,156,164,701,732
2023-06-17T11:00Z,HighPower,153,160,584,608
2023-06-17T11:30Z,HighPower,148,149,571,581
2023-06-17T12:00Z,HighPower,143,151,451,465
2023-06-17T12:30Z,HighPower,138,140,602,610
2023-06-17T13:00Z,HighPower,134,138,631,644
2023-06-17T13:30Z,HighPower,138,133,690,661
2023-06-17T14:00Z,HighPower,143,135,786,813
2023-06-17T14:30Z,HighPower,164,141,782,793
2023-06-17T15:00Z,HighPower,169,146,848,831
2023-06-17T15:30Z,HighPower,184,184,878,916
2023-06-17T16:00Z,HighPower,193,180,943,916
2023-06-17T16:30Z,HighPower,197,194,1008,973
2023-06-17T17:00Z,HighPower,206,198,885,899
2023-06-17T17:30Z,HighPower,216,204,712,717
2023-06-17T18:00Z,HighPower,224,207,632,658
2023-06-17T18:30Z,HighPower,226,211,529,517
2023-06-17T19:00Z,HighPower,230,216,535,517
2023-06-17T19:30Z,HighPower,234,217,356,350
2023-06-17T20:00Z,HighPower,233,219,299,301
2023-06-17T20:30Z,HighPower,230,218,302,288
2023-06-17T21:00Z,HighPower,225,218,249,240
2023-06-17T21:30Z,HighPower,234,208,249,241
2023-06-17T22:00Z,HighPower,224,197,221,215
2023-06-17T22:30Z,HighPower,217,180,169,169
2023-06-17T23:00Z,HighPower,213,177,146,148
2023-06-17T23:30Z,HighPower,207,178,128,133
init_date,2023-06-17T00:30:00+00:00
emissions,1287022
error,4
optimal,true
