time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-05-20T00:00Z,HighPower,129,133,97,102
2023-05-20T00:30Z,HighPower,134,145,141,139
2023-05-20T01:00Z,HighPower,129,146,224,215
2023-05-20T01:30Z,HighPower,126,139,243,234
2023-05-20T02:00Z,MediumPower,122,138,280,272
2023-05-20T02:30Z,MediumPower,122,136,315,328
2023-05-20T03:00Z,MediumPower,120,141,382,368
2023-05-20T03:30Z,MediumPower,115,150,473,465
2023-05-20T04:00Z,LowPower,115,149,553,537
2023-05-20T04:30Z,HighPower,118,124,593,601
2023-05-20T05:00Z,MediumPower,121,129,627,640
2023-05-20T05:30Z,HighPower,125,130,712,696
2023-05-20T06:00Z,HighPower,116,129,739,732
2023-05-20T06:30Z,HighPower,100,131,752,740
2023-05-20T07:00Z,LowPower,89,130,798,792
2023-05-20T07:30Z,MediumPower,87,105,1047,1017
2023-05-20T08:00Z,MediumPower,78,101,946,961
2023-05-20T08:30Z,HighPower,71,112,940,909
2023-05-20T09:00Z,HighPower,66,105,842,807
2023-05-20T09:30Z,HighPower,61,72,814,837
2023-05-20T10:00Z,HighPower,58,71,779,785
2023-05-20T10:30Z,HighPower,58,64,698,721
2023-05-20T11:00Z,HighPower,56,64,665,639
2023-05-20T11:30Z,HighPower,56,60,621,605
2023-05-20T12:00Z,HighPower,55,62,570,547
2023-05-20T12:30Z,HighPower,54,56,506,526
2023-05-20T13:00Z,HighPower,54,59,642,634
2023-05-20T13:30Z,HighPower,57,58,785,754
2023-05-20T14:00Z,HighPower,58,61,710,700
2023-05-20T14:30Z,HighPower,62,61,835,819
2023-05-20T15:00Z,HighPower,75,64,833,839
2023-05-20T15:30Z,HighPower,91,67,997,1027
2023-05-20T16:00Z,HighPower,105,73,1077,1057
2023-05-20T16:30Z,HighPower,115,101,884,922
2023-05-20T17:00Z,HighPower,122,109,769,778
2023-05-20T17:30Z,MediumPower,127,123,778,751
2023-05-20T18:00Z,MediumPower,134,127,735,704
2023-05-20T18:30Z,MediumPower,137,136,590,577
2023-05-20T19:00Z,LowPower,141,143,493,505
2023-05-20T19:30Z,LowPower,145,155,356,355
2023-05-20T20:00Z,LowPower,147,158,314,328
2023-05-20T20:30Z,HighPower,146,148,270,266
2023-05-20T21:00Z,HighPower,138,150,273,270
2023-05-20T21:30Z,HighPower,126,147,225,216
2023-05-20T22:00Z,HighPower,120,138,209,214
2023-05-20T22:30Z,HighPower,119,124,183,179
2023-05-20T23:00Z,HighPower,115,126,142,142
2023-05-20T23:30Z,HighPower,117,120,135,137
init_date,2023-05-20T00:30:00+00:00
emissions,521402
error,10
