time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-01-25T00:00Z,MediumPower,218,230,102,102
2023-01-25T00:30Z,MediumPower,219,229,134,135
2023-01-25T01:00Z,HighPower,217,219,189,191
2023-01-25T01:30Z,HighPower,215,210,241,236
2023-01-25T02:00Z,HighPower,211,211,306,314
2023-01-25T02:30Z,HighPower,210,207,374,362
2023-01-25T03:00Z,HighPower,208,197,445,431
2023-01-25T03:30Z,HighPower,204,203,394,412
2023-01-25T04:00Z,HighPower,210,218,510,492
2023-01-25T04:30Z,HighPower,212,206,495,509
2023-01-25T05:00Z,HighPower,212,213,585,588
2023-01-25T05:30Z,HighPower,216,223,693,686
2023-01-25T06:00Z,MediumPower,224,294,668,677
2023-01-25T06:30Z,HighPower,234,223,725,761
2023-01-25T07:00Z,MediumPower,235,225,929,898
2023-01-25T07:30Z,MediumPower,235,235,912,942
2023-01-25T08:00Z,MediumPower,231,221,916,944
2023-01-25T08:30Z,MediumPower,227,236,981,953
2023-01-25T09:00Z,MediumPower,229,227,913,928
2023-01-25T09:30Z,HighPower,231,219,757,730
2023-01-25T10:00Z,HighPower,226,222,808,793
2023-01-25T10:30Z,HighPower,221,193,696,712
2023-01-25T11:00Z,HighPower,219,215,572,602
2023-01-25T11:30Z,HighPower,221,206,543,520
2023-01-25T12:00Z,HighPower,224,207,522,545
2023-01-25T12:30Z,HighPower,229,211,554,543
2023-01-25T13:00Z,HighPower,232,209,572,573
2023-01-25T13:30Z,HighPower,227,220,646,630
2023-01-25T14:00Z,MediumPower,225,229,814,799
2023-01-25T14:30Z,MediumPower,229,233,838,826
2023-01-25T15:00Z,MediumPower,235,230,924,925
2023-01-25T15:30Z,MediumPower,235,219,1004,976
2023-01-25T16:00Z,MediumPower,230,225,966,1007
2023-01-25T16:30Z,MediumPower,227,222,970,998
2023-01-25T17:00Z,HighPower,223,212,818,803
2023-01-25T17:30Z,HighPower,217,206,728,743
2023-01-25T18:00Z,HighPower,211,202,695,690
2023-01-25T18:30Z,HighPower,210,207,571,573
2023-01-25T19:00Z,HighPower,210,183,507,506
2023-01-25T19:30Z,HighPower,204,170,386,389
2023-01-25T20:00Z,HighPower,202,162,319,312
2023-01-25T20:30Z,HighPower,196,184,245,250
2023-01-25T21:00Z,HighPower,192,191,240,236
2023-01-25T21:30Z,HighPower,181,191,210,215
2023-01-25T22:00Z,HighPower,177,184,178,183
2023-01-25T22:30Z,HighPower,169,165,158,165
2023-01-25T23:00Z,HighPower,154,181,133,138
2023-01-25T23:30Z,HighPower,151,166,114,119
init_date,2023-01-25T00:30Z
emissions,1202731
error,10
optimal,true
