time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-11-01T00:00Z,HighPower,103,97,100,97
2023-11-01T00:30Z,HighPower,108,97,147,145
2023-11-01T01:00Z,HighPower,99,98,198,206
2023-11-01T01:30Z,HighPower,104,104,232,237
2023-11-01T02:00Z,HighPower,98,96,314,308
2023-11-01T02:30Z,HighPower,100,104,372,356
2023-11-01T03:00Z,HighPower,88,100,446,432
2023-11-01T03:30Z,HighPower,78,94,417,410
2023-11-01T04:00Z,HighPower,66,69,491,480
2023-11-01T04:30Z,HighPower,62,81,559,543
2023-11-01T05:00Z,HighPower,69,70,580,564
2023-11-01T05:30Z,HighPower,68,59,684,662
2023-11-01T06:00Z,HighPower,71,66,751,742
2023-11-01T06:30Z,HighPower,78,65,849,868
2023-11-01T07:00Z,HighPower,80,67,905,883
2023-11-01T07:30Z,HighPower,77,77,1024,1008
2023-11-01T08:00Z,LowPower,75,73,917,953
2023-11-01T08:30Z,HighPower,72,74,943,973
2023-11-01T09:00Z,HighPower,68,72,898,889
2023-11-01T09:30Z,HighPower,65,72,853,889
2023-11-01T10:00Z,MediumPower,65,74,722,729
2023-11-01T10:30Z,HighPower,64,67,702,669
2023-11-01T11:00Z,HighPower,63,67,618,631
2023-11-01T11:30Z,HighPower,50,66,575,593
2023-11-01T12:00Z,HighPower,50,64,439,460
2023-11-01T12:30Z,HighPower,50,61,553,581
2023-11-01T13:00Z,HighPower,49,60,625,603
2023-11-01T13:30Z,HighPower,50,63,676,686
2023-11-01T14:00Z,HighPower,53,62,760,787
2023-11-01T14:30Z,HighPower,60,63,809,784
2023-11-01T15:00Z,HighPower,68,66,927,892
2023-11-01T15:30Z,HighPower,78,69,865,908
2023-11-01T16:00Z,HighPower,96,75,943,987
2023-11-01T16:30Z,LowPower,104,91,904,911
2023-11-01T17:00Z,LowPower,98,113,891,881
2023-11-01T17:30Z,LowPower,93,118,748,778
2023-11-01T18:00Z,HighPower,92,108,672,692
2023-11-01T18:30Z,HighPower,90,107,550,564
2023-11-01T19:00Z,HighPower,86,106,443,451
2023-11-01T19:30Z,HighPower,89,99,343,349
2023-11-01T20:00Z,HighPower,91,102,314,329
2023-11-01T20:30Z,HighPower,74,97,279,269
2023-11-01T21:00Z,HighPower,53,89,230,236
2023-11-01T21:30Z,HighPower,51,81,226,235
2023-11-01T22:00Z,HighPower,55,65,186,183
2023-11-01T22:30Z,HighPower,58,71,187,187
2023-11-01T23:00Z,HighPower,59,60,139,137
2023-11-01T23:30Z,HighPower,62,60,122,120
init_date,2023-11-01T00:30:00+00:00
emissions,332446
error,9
optimal,true
