time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-03-25T00:00Z,HighPower,57,73,110,107
2023-03-25T00:30Z,HighPower,57,73,139,139
2023-03-25T01:00Z,HighPower,57,71,212,215
2023-03-25T01:30Z,HighPower,56,71,235,233
2023-03-25T02:00Z,HighPower,59,71,293,303
2023-03-25T02:30Z,HighPower,59,67,372,363
2023-03-25T03:00Z,HighPower,58,68,379,392
2023-03-25T03:30Z,HighPower,57,66,404,415
2023-03-25T04:00Z,HighPower,58,67,494,490
2023-03-25T04:30Z,HighPower,58,70,626,607
2023-03-25T05:00Z,HighPower,58,70,619,592
2023-03-25T05:30Z,HighPower,58,71,704,729
2023-03-25T06:00Z,HighPower,56,70,751,727
2023-03-25T06:30Z,HighPower,56,68,795,762
2023-03-25T07:00Z,HighPower,56,67,795,818
2023-03-25T07:30Z,HighPower,56,65,830,841
2023-03-25T08:00Z,HighPower,53,58,1082,1097
2023-03-25T08:30Z,HighPower,53,57,978,974
2023-03-25T09:00Z,HighPower,50,54,887,910
2023-03-25T09:30Z,HighPower,47,53,834,856
2023-03-25T10:00Z,HighPower,52,51,672,675
2023-03-25T10:30Z,HighPower,51,44,716,706
2023-03-25T11:00Z,HighPower,50,44,616,607
2023-03-25T11:30Z,HighPower,51,46,524,538
2023-03-25T12:00Z,HighPower,56,35,517,524
2023-03-25T12:30Z,HighPower,55,50,567,552
2023-03-25T13:00Z,HighPower,53,56,639,626
2023-03-25T13:30Z,HighPower,58,52,688,663
2023-03-25T14:00Z,HighPower,63,56,815,788
2023-03-25T14:30Z,HighPower,70,55,824,793
2023-03-25T15:00Z,HighPower,89,70,865,844
2023-03-25T15:30Z,HighPower,106,79,986,1000
2023-03-25T16:00Z,MediumPower,121,106,1063,1039
2023-03-25T16:30Z,MediumPower,150,127,815,821
2023-03-25T17:00Z,MediumPower,165,134,812,788
2023-03-25T17:30Z,MediumPower,178,161,679,664
2023-03-25T18:00Z,LowPower,186,177,631,652
2023-03-25T18:30Z,LowPower,189,187,562,562
2023-03-25T19:00Z,LowPower,188,189,536,514
2023-03-25T19:30Z,LowPower,187,185,370,384
2023-03-25T20:00Z,LowPower,185,199,274,275
2023-03-25T20:30Z,MediumPower,189,180,269,263
2023-03-25T21:00Z,LowPower,190,186,247,260
2023-03-25T21:30Z,LowPower,190,191,205,211
2023-03-25T22:00Z,LowPower,177,187,195,193
2023-03-25T22:30Z,LowPower,171,184,165,161
2023-03-25T23:00Z,HighPower,164,176,161,155
2023-03-25T23:30Z,HighPower,160,172,113,115
init_date,2023-03-25T00:30:00+00:00
emissions,397275
error,9
