time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-09-06T00:00Z,HighPower,208,203,108,108
2023-09-06T00:30Z,HighPower,206,205,169,164
2023-09-06T01:00Z,HighPower,208,208,183,191
2023-09-06T01:30Z,HighPower,207,209,254,255
2023-09-06T02:00Z,HighPower,206,207,296,288
2023-09-06T02:30Z,HighPower,208,204,341,351
2023-09-06T03:00Z,HighPower,209,210,452,439
2023-09-06T03:30Z,HighPower,213,213,432,436
2023-09-06T04:00Z,HighPower,219,219,476,462
2023-09-06T04:30Z,HighPower,210,222,596,569
2023-09-06T05:00Z,HighPower,219,225,637,626
2023-09-06T05:30Z,MediumPower,217,216,691,704
2023-09-06T06:00Z,MediumPower,217,220,781,746
2023-09-06T06:30Z,HighPower,212,217,763,758
2023-09-06T07:00Z,MediumPower,209,214,858,891
2023-09-06T07:30Z,HighPower,204,212,1004,972
2023-09-06T08:00Z,MediumPower,199,209,1127,1095
2023-09-06T08:30Z,HighPower,196,204,865,843
2023-09-06T09:00Z,HighPower,187,199,797,790
2023-09-06T09:30Z,HighPower,181,198,817,831
2023-09-06T10:00Z,HighPower,175,188,663,690
2023-09-06T10:30Z,HighPower,173,179,705,732
2023-09-06T11:00Z,HighPower,171,171,653,659
2023-09-06T11:30Z,HighPower,175,176,626,614
2023-09-06T12:00Z,HighPower,178,172,493,491
2023-09-06T12:30Z,HighPower,181,176,539,543
2023-09-06T13:00Z,HighPower,190,178,657,631
2023-09-06T13:30Z,HighPower,195,184,671,704
2023-09-06T14:00Z,HighPower,209,192,647,674
2023-09-06T14:30Z,HighPower,221,199,787,761
2023-09-06T15:00Z,HighPower,229,203,842,833
2023-09-06T15:30Z,HighPower,236,208,1015,988
2023-09-06T16:00Z,MediumPower,240,215,914,961
2023-09-06T16:30Z,MediumPower,249,240,911,913
2023-09-06T17:00Z,MediumPower,255,247,754,794
2023-09-06T17:30Z,LowPower,264,255,641,663
2023-09-06T18:00Z,LowPower,270,259,644,672
2023-09-06T18:30Z,MediumPower,270,261,550,542
2023-09-06T19:00Z,MediumPower,267,268,512,493
2023-09-06T19:30Z,MediumPower,276,270,388,392
2023-09-06T20:00Z,MediumPower,269,270,279,271
2023-09-06T20:30Z,MediumPower,264,276,264,257
2023-09-06T21:00Z,MediumPower,256,269,245,241
2023-09-06T21:30Z,MediumPower,240,262,210,217
2023-09-06T22:00Z,MediumPower,231,253,208,206
2023-09-06T22:30Z,MediumPower,231,240,189,189
2023-09-06T23:00Z,MediumPower,234,231,156,158
2023-09-06T23:30Z,MediumPower,239,233,133,128
init_date,2023-09-06T00:30:00+00:00
emissions,1185160
error,9
