time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-06-14T00:00Z,HighPower,164,165,97,101
2023-06-14T00:30Z,HighPower,169,167,132,138
2023-06-14T01:00Z,HighPower,173,161,191,191
2023-06-14T01:30Z,HighPower,175,160,248,251
2023-06-14T02:00Z,HighPower,178,169,291,290
2023-06-14T02:30Z,HighPower,178,176,329,343
2023-06-14T03:00Z,MediumPower,174,182,379,390
2023-06-14T03:30Z,HighPower,183,172,435,448
2023-06-14T04:00Z,HighPower,193,180,501,510
2023-06-14T04:30Z,HighPower,196,181,502,510
2023-06-14T05:00Z,MediumPower,198,209,578,595
2023-06-14T05:30Z,MediumPower,189,209,653,637
2023-06-14T06:00Z,MediumPower,186,219,766,764
2023-06-14T06:30Z,MediumPower,172,210,882,841
2023-06-14T07:00Z,MediumPower,170,183,816,791
2023-06-14T07:30Z,MediumPower,165,176,1054,1006
2023-06-14T08:00Z,MediumPower,160,159,918,966
2023-06-14T08:30Z,MediumPower,152,162,901,887
2023-06-14T09:00Z,MediumPower,143,158,911,916
2023-06-14T09:30Z,HighPower,134,151,914,879
2023-06-14T10:00Z,HighPower,129,141,816,807
2023-06-14T10:30Z,HighPower,127,133,626,619
2023-06-14T11:00Z,HighPower,126,132,691,661
2023-06-14T11:30Z,HighPower,125,129,545,536
2023-06-14T12:00Z,HighPower,127,128,469,478
2023-06-14T12:30Z,HighPower,135,129,584,561
2023-06-14T13:00Z,HighPower,137,128,676,648
2023-06-14T13:30Z,HighPower,139,135,622,630
2023-06-14T14:00Z,HighPower,145,140,806,803
2023-06-14T14:30Z,HighPower,148,144,733,750
2023-06-14T15:00Z,HighPower,156,149,993,954
2023-06-14T15:30Z,HighPower,163,149,952,923
2023-06-14T16:00Z,MediumPower,170,152,1051,1065
2023-06-14T16:30Z,MediumPower,177,164,895,869
2023-06-14T17:00Z,HighPower,181,151,805,810
2023-06-14T17:30Z,MediumPower,184,154,722,757
2023-06-14T18:00Z,MediumPower,187,155,631,607
2023-06-14T18:30Z,MediumPower,190,183,510,527
2023-06-14T19:00Z,HighPower,196,181,502,502
2023-06-14T19:30Z,HighPower,205,175,420,402
2023-06-14T20:00Z,HighPower,205,173,304,315
2023-06-14T20:30Z,MediumPower,206,195,308,295
2023-06-14T21:00Z,MediumPower,200,192,267,266
2023-06-14T21:30Z,MediumPower,205,194,213,225
2023-06-14T22:00Z,MediumPower,210,185,177,186
2023-06-14T22:30Z,MediumPower,218,197,170,168
2023-06-14T23:00Z,MediumPower,218,202,154,150
2023-06-14T23:30Z,MediumPower,219,210,119,115
init_date,2023-06-14T00:30:00+00:00
emissions,875897
error,10
