time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-07-30T00:00Z,HighPower,103,92,93,93
2023-07-30T00:30Z,HighPower,100,92,152,157
2023-07-30T01:00Z,HighPower,102,90,195,195
2023-07-30T01:30Z,HighPower,102,93,245,243
2023-07-30T02:00Z,HighPower,101,94,286,285
2023-07-30T02:30Z,HighPower,98,94,355,344
2023-07-30T03:00Z,MediumPower,97,91,361,379
2023-07-30T03:30Z,HighPower,96,86,456,473
2023-07-30T04:00Z,HighPower,91,85,548,540
2023-07-30T04:30Z,MediumPower,91,86,568,596
2023-07-30T05:00Z,HighPower,90,78,669,647
2023-07-30T05:30Z,HighPower,89,76,666,656
2023-07-30T06:00Z,HighPower,87,79,810,784
2023-07-30T06:30Z,HighPower,88,78,842,860
2023-07-30T07:00Z,HighPower,85,75,891,856
2023-07-30T07:30Z,MediumPower,83,77,954,1000
2023-07-30T08:00Z,HighPower,79,78,928,936
2023-07-30T08:30Z,HighPower,82,76,868,897
2023-07-30T09:00Z,HighPower,83,72,912,897
2023-07-30T09:30Z,HighPower,86,74,839,830
2023-07-30T10:00Z,HighPower,92,74,726,713
2023-07-30T10:30Z,HighPower,95,74,707,701
2023-07-30T11:00Z,HighPower,98,81,599,583
2023-07-30T11:30Z,HighPower,87,87,488,505
2023-07-30T12:00Z,HighPower,88,87,451,454
2023-07-30T12:30Z,HighPower,84,79,569,565
2023-07-30T13:00Z,MediumPower,83,131,609,584
2023-07-30T13:30Z,HighPower,87,78,605,631
2023-07-30T14:00Z,MediumPower,93,78,698,713
2023-07-30T14:30Z,HighPower,95,81,832,844
2023-07-30T15:00Z,MediumPower,101,85,899,911
2023-07-30T15:30Z,MediumPower,94,91,845,884
2023-07-30T16:00Z,MediumPower,101,106,923,930
2023-07-30T16:30Z,MediumPower,105,102,914,910
2023-07-30T17:00Z,MediumPower,111,108,780,797
2023-07-30T17:30Z,MediumPower,109,123,682,708
2023-07-30T18:00Z,MediumPower,109,116,699,686
2023-07-30T18:30Z,MediumPower,117,111,601,615
2023-07-30T19:00Z,MediumPower,122,106,469,468
2023-07-30T19:30Z,HighPower,130,107,407,406
2023-07-30T20:00Z,MediumPower,124,115,294,289
2023-07-30T20:30Z,MediumPower,114,121,296,293
2023-07-30T21:00Z,HighPower,105,106,261,272
2023-07-30T21:30Z,MediumPower,93,108,209,205
2023-07-30T22:00Z,HighPower,90,96,213,211
2023-07-30T22:30Z,HighPower,102,88,166,159
2023-07-30T23:00Z,HighPower,103,86,148,149
2023-07-30T23:30Z,HighPower,104,95,119,117
init_date,2023-07-30T00:30:00+00:00
emissions,365780
error,10
optimal,true
