time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-26T00:00Z,HighPower,116,136,111,107
2023-02-26T00:30Z,HighPower,118,127,148,153
2023-02-26T01:00Z,HighPower,121,118,207,200
2023-02-26T01:30Z,HighPower,117,117,239,248
2023-02-26T02:00Z,HighPower,120,126,315,303
2023-02-26T02:30Z,HighPower,122,121,388,370
2023-02-26T03:00Z,HighPower,123,122,426,431
2023-02-26T03:30Z,HighPower,123,126,444,445
2023-02-26T04:00Z,HighPower,122,127,553,530
2023-02-26T04:30Z,HighPower,126,125,605,579
2023-02-26T05:00Z,HighPower,130,122,626,601
2023-02-26T05:30Z,HighPower,134,131,707,682
2023-02-26T06:00Z,HighPower,133,139,660,695
2023-02-26T06:30Z,HighPower,138,136,744,739
2023-02-26T07:00Z,HighPower,145,110,770,802
2023-02-26T07:30Z,HighPower,147,138,1056,1008
2023-02-26T08:00Z,HighPower,149,144,947,968
2023-02-26T08:30Z,HighPower,148,143,1024,977
2023-02-26T09:00Z,HighPower,151,148,877,874
2023-02-26T09:30Z,HighPower,146,149,756,757
2023-02-26T10:00Z,HighPower,143,156,741,710
2023-02-26T10:30Z,HighPower,145,149,699,676
2023-02-26T11:00Z,HighPower,148,140,612,614
2023-02-26T11:30Z,HighPower,157,140,543,561
2023-02-26T12:00Z,HighPower,165,152,446,465
2023-02-26T12:30Z,HighPower,168,157,528,547
2023-02-26T13:00Z,HighPower,173,158,593,596
2023-02-26T13:30Z,HighPower,175,169,656,673
2023-02-26T14:00Z,HighPower,182,175,700,723
2023-02-26T14:30Z,HighPower,188,180,844,825
2023-02-26T15:00Z,HighPower,203,187,948,922
2023-02-26T15:30Z,HighPower,209,196,967,961
2023-02-26T16:00Z,MediumPower,218,209,936,913
2023-02-26T16:30Z,MediumPower,228,218,810,838
2023-02-26T17:00Z,MediumPower,232,220,883,853
2023-02-26T17:30Z,MediumPower,226,227,731,704
2023-02-26T18:00Z,MediumPower,225,230,698,676
2023-02-26T18:30Z,MediumPower,222,230,577,577
2023-02-26T19:00Z,MediumPower,225,223,488,510
2023-02-26T19:30Z,MediumPower,226,223,418,412
2023-02-26T20:00Z,HighPower,231,221,280,290
2023-02-26T20:30Z,HighPower,225,221,268,279
2023-02-26T21:00Z,HighPower,227,226,227,232
2023-02-26T21:30Z,HighPower,213,210,212,218
2023-02-26T22:00Z,HighPower,207,208,212,218
2023-02-26T22:30Z,HighPower,202,199,176,181
2023-02-26T23:00Z,HighPower,192,197,149,146
2023-02-26T23:30Z,HighPower,191,204,132,127
init_date,2023-02-26T00:30:00+00:00
cost,970187
error,5
optimal,true
