time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-01-01T00:00Z,HighPower,72,73,102,102
2023-01-01T00:30Z,HighPower,80,63,134,135
2023-01-01T01:00Z,HighPower,72,71,189,191
2023-01-01T01:30Z,HighPower,65,76,241,236
2023-01-01T02:00Z,HighPower,65,72,306,314
2023-01-01T02:30Z,HighPower,65,66,374,362
2023-01-01T03:00Z,HighPower,67,67,445,431
2023-01-01T03:30Z,HighPower,68,67,394,412
2023-01-01T04:00Z,HighPower,71,67,510,492
2023-01-01T04:30Z,HighPower,73,65,495,509
2023-01-01T05:00Z,HighPower,72,73,585,588
2023-01-01T05:30Z,HighPower,73,74,693,686
2023-01-01T06:00Z,HighPower,73,76,668,677
2023-01-01T06:30Z,HighPower,72,75,725,761
2023-01-01T07:00Z,HighPower,75,78,929,898
2023-01-01T07:30Z,HighPower,74,73,912,942
2023-01-01T08:00Z,HighPower,73,76,916,944
2023-01-01T08:30Z,HighPower,82,75,981,953
2023-01-01T09:00Z,HighPower,78,69,913,928
2023-01-01T09:30Z,HighPower,78,82,757,730
2023-01-01T10:00Z,HighPower,84,80,808,793
2023-01-01T10:30Z,HighPower,86,77,696,712
2023-01-01T11:00Z,HighPower,87,89,572,602
2023-01-01T11:30Z,HighPower,92,84,543,520
2023-01-01T12:00Z,HighPower,90,90,522,545
2023-01-01T12:30Z,HighPower,93,90,554,543
2023-01-01T13:00Z,HighPower,93,88,572,573
2023-01-01T13:30Z,HighPower,94,90,646,630
2023-01-01T14:00Z,HighPower,103,92,814,799
2023-01-01T14:30Z,HighPower,114,97,838,826
2023-01-01T15:00Z,HighPower,129,107,924,925
2023-01-01T15:30Z,HighPower,145,122,1004,976
2023-01-01T16:00Z,HighPower,150,136,966,1007
2023-01-01T16:30Z,LowPower,155,174,970,998
2023-01-01T17:00Z,MediumPower,162,160,818,803
2023-01-01T17:30Z,HighPower,160,160,728,743
2023-01-01T18:00Z,MediumPower,160,157,695,690
2023-01-01T18:30Z,MediumPower,158,163,571,573
2023-01-01T19:00Z,HighPower,160,159,507,506
2023-01-01T19:30Z,HighPower,164,146,386,389
2023-01-01T20:00Z,HighPower,162,158,319,312
2023-01-01T20:30Z,HighPower,164,161,245,250
2023-01-01T21:00Z,MediumPower,162,168,240,236
2023-01-01T21:30Z,MediumPower,156,179,210,215
2023-01-01T22:00Z,MediumPower,153,188,178,183
2023-01-01T22:30Z,HighPower,150,155,158,165
2023-01-01T23:00Z,HighPower,153,152,133,138
2023-01-01T23:30Z,HighPower,152,156,114,119
init_date,2023-01-01T00:30Z
cost,618090
error,5
optimal,true
