time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-25T00:00Z,HighPower,96,133,89,94
2023-02-25T00:30Z,HighPower,104,111,151,155
2023-02-25T01:00Z,HighPower,102,113,208,199
2023-02-25T01:30Z,HighPower,100,107,242,244
2023-02-25T02:00Z,HighPower,96,107,283,271
2023-02-25T02:30Z,HighPower,93,107,372,368
2023-02-25T03:00Z,HighPower,88,109,415,407
2023-02-25T03:30Z,HighPower,90,97,417,414
2023-02-25T04:00Z,HighPower,92,93,480,491
2023-02-25T04:30Z,HighPower,91,91,637,609
2023-02-25T05:00Z,HighPower,92,99,637,668
2023-02-25T05:30Z,HighPower,96,94,703,720
2023-02-25T06:00Z,HighPower,97,98,707,686
2023-02-25T06:30Z,HighPower,105,93,821,833
2023-02-25T07:00Z,HighPower,116,99,975,937
2023-02-25T07:30Z,HighPower,119,112,921,882
2023-02-25T08:00Z,HighPower,113,116,939,917
2023-02-25T08:30Z,HighPower,116,115,986,1029
2023-02-25T09:00Z,HighPower,114,114,838,840
2023-02-25T09:30Z,HighPower,117,123,790,790
2023-02-25T10:00Z,HighPower,116,118,701,690
2023-02-25T10:30Z,HighPower,110,116,718,711
2023-02-25T11:00Z,MediumPower,104,121,595,616
2023-02-25T11:30Z,HighPower,104,110,576,589
2023-02-25T12:00Z,HighPower,102,112,512,515
2023-02-25T12:30Z,HighPower,103,104,570,566
2023-02-25T13:00Z,HighPower,106,106,589,604
2023-02-25T13:30Z,HighPower,107,105,710,695
2023-02-25T14:00Z,HighPower,107,108,859,822
2023-02-25T14:30Z,HighPower,110,112,879,857
2023-02-25T15:00Z,HighPower,119,111,922,955
2023-02-25T15:30Z,HighPower,130,116,923,900
2023-02-25T16:00Z,MediumPower,135,125,1037,1058
2023-02-25T16:30Z,MediumPower,144,147,985,955
2023-02-25T17:00Z,MediumPower,152,155,870,871
2023-02-25T17:30Z,MediumPower,155,161,727,701
2023-02-25T18:00Z,MediumPower,158,156,687,659
2023-02-25T18:30Z,HighPower,158,153,521,512
2023-02-25T19:00Z,HighPower,157,151,480,467
2023-02-25T19:30Z,MediumPower,158,151,373,362
2023-02-25T20:00Z,MediumPower,161,158,291,300
2023-02-25T20:30Z,HighPower,164,149,250,263
2023-02-25T21:00Z,MediumPower,163,158,240,246
2023-02-25T21:30Z,MediumPower,156,164,244,247
2023-02-25T22:00Z,MediumPower,152,155,196,204
2023-02-25T22:30Z,MediumPower,147,151,187,187
2023-02-25T23:00Z,HighPower,130,149,149,154
2023-02-25T23:30Z,HighPower,125,149,122,120
init_date,2023-02-25T00:30:00+00:00
emissions,720862
error,4
optimal,true
