time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-03-25T00:00Z,HighPower,57,73,93,95
2023-03-25T00:30Z,HighPower,57,73,143,138
2023-03-25T01:00Z,HighPower,57,71,174,183
2023-03-25T01:30Z,HighPower,56,71,260,259
2023-03-25T02:00Z,HighPower,59,71,305,314
2023-03-25T02:30Z,HighPower,59,67,344,359
2023-03-25T03:00Z,HighPower,58,68,392,406
2023-03-25T03:30Z,HighPower,57,66,406,412
2023-03-25T04:00Z,HighPower,58,67,503,515
2023-03-25T04:30Z,HighPower,58,70,508,509
2023-03-25T05:00Z,HighPower,58,70,617,595
2023-03-25T05:30Z,HighPower,58,71,679,658
2023-03-25T06:00Z,HighPower,56,70,785,754
2023-03-25T06:30Z,HighPower,56,68,769,773
2023-03-25T07:00Z,HighPower,56,67,946,919
2023-03-25T07:30Z,HighPower,56,65,1026,982
2023-03-25T08:00Z,HighPower,53,58,912,915
2023-03-25T08:30Z,HighPower,53,57,984,998
2023-03-25T09:00Z,HighPower,50,54,844,859
2023-03-25T09:30Z,HighPower,47,53,904,873
2023-03-25T10:00Z,HighPower,52,51,745,752
2023-03-25T10:30Z,HighPower,51,44,670,644
2023-03-25T11:00Z,HighPower,50,44,607,635
2023-03-25T11:30Z,HighPower,51,46,611,593
2023-03-25T12:00Z,HighPower,56,35,462,477
2023-03-25T12:30Z,HighPower,55,50,610,589
2023-03-25T13:00Z,HighPower,53,56,542,564
2023-03-25T13:30Z,HighPower,58,52,698,683
2023-03-25T14:00Z,HighPower,63,56,785,750
2023-03-25T14:30Z,HighPower,70,55,814,846
2023-03-25T15:00Z,HighPower,89,70,894,870
2023-03-25T15:30Z,HighPower,106,79,962,951
2023-03-25T16:00Z,MediumPower,121,106,995,1005
2023-03-25T16:30Z,HighPower,150,127,840,872
2023-03-25T17:00Z,MediumPower,165,134,802,820
2023-03-25T17:30Z,HighPower,178,161,678,703
2023-03-25T18:00Z,MediumPower,186,177,663,689
2023-03-25T18:30Z,LowPower,189,187,551,552
2023-03-25T19:00Z,LowPower,188,189,454,449
2023-03-25T19:30Z,MediumPower,187,185,346,356
2023-03-25T20:00Z,LowPower,185,199,292,283
2023-03-25T20:30Z,MediumPower,189,180,275,275
2023-03-25T21:00Z,LowPower,190,186,248,255
2023-03-25T21:30Z,LowPower,190,191,207,207
2023-03-25T22:00Z,MediumPower,177,187,208,204
2023-03-25T22:30Z,MediumPower,171,184,174,173
2023-03-25T23:00Z,HighPower,164,176,158,152
2023-03-25T23:30Z,HighPower,160,172,116,116
init_date,2023-03-25T00:30:00+00:00
emissions,427563
error,7
optimal,true
