time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-05-20T00:00Z,HighPower,129,133,104,106
2023-05-20T00:30Z,MediumPower,134,145,162,160
2023-05-20T01:00Z,HighPower,129,146,204,209
2023-05-20T01:30Z,HighPower,126,139,249,259
2023-05-20T02:00Z,HighPower,122,138,297,306
2023-05-20T02:30Z,HighPower,122,136,309,319
2023-05-20T03:00Z,MediumPower,120,141,380,395
2023-05-20T03:30Z,LowPower,115,150,424,418
2023-05-20T04:00Z,MediumPower,115,149,515,540
2023-05-20T04:30Z,HighPower,118,124,557,559
2023-05-20T05:00Z,MediumPower,121,129,546,573
2023-05-20T05:30Z,MediumPower,125,130,687,659
2023-05-20T06:00Z,HighPower,116,129,738,765
2023-05-20T06:30Z,HighPower,100,131,802,787
2023-05-20T07:00Z,HighPower,89,130,769,808
2023-05-20T07:30Z,HighPower,87,105,950,986
2023-05-20T08:00Z,MediumPower,78,101,1032,1001
2023-05-20T08:30Z,MediumPower,71,112,946,977
2023-05-20T09:00Z,HighPower,66,105,806,845
2023-05-20T09:30Z,HighPower,61,72,910,872
2023-05-20T10:00Z,HighPower,58,71,760,764
2023-05-20T10:30Z,HighPower,58,64,700,730
2023-05-20T11:00Z,HighPower,56,64,644,667
2023-05-20T11:30Z,HighPower,56,60,572,549
2023-05-20T12:00Z,HighPower,55,62,477,494
2023-05-20T12:30Z,HighPower,54,56,566,550
2023-05-20T13:00Z,HighPower,54,59,627,642
2023-05-20T13:30Z,HighPower,57,58,688,707
2023-05-20T14:00Z,HighPower,58,61,655,679
2023-05-20T14:30Z,HighPower,62,61,808,804
2023-05-20T15:00Z,HighPower,75,64,853,876
2023-05-20T15:30Z,HighPower,91,67,892,861
2023-05-20T16:00Z,HighPower,105,73,999,1050
2023-05-20T16:30Z,HighPower,115,101,860,832
2023-05-20T17:00Z,HighPower,122,109,757,746
2023-05-20T17:30Z,MediumPower,127,123,779,777
2023-05-20T18:00Z,HighPower,134,127,660,638
2023-05-20T18:30Z,MediumPower,137,136,536,552
2023-05-20T19:00Z,HighPower,141,143,441,441
2023-05-20T19:30Z,MediumPower,145,155,363,371
2023-05-20T20:00Z,LowPower,147,158,321,329
2023-05-20T20:30Z,MediumPower,146,148,257,266
2023-05-20T21:00Z,MediumPower,138,150,236,238
2023-05-20T21:30Z,HighPower,126,147,246,246
2023-05-20T22:00Z,HighPower,120,138,174,181
2023-05-20T22:30Z,HighPower,119,124,155,159
2023-05-20T23:00Z,HighPower,115,126,154,151
2023-05-20T23:30Z,HighPower,117,120,114,120
init_date,2023-05-20T00:30:00+00:00
emissions,532918
error,7
