time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-04-22T00:00Z,HighPower,169,159,101,104
2023-04-22T00:30Z,HighPower,161,168,155,163
2023-04-22T01:00Z,HighPower,161,170,182,183
2023-04-22T01:30Z,HighPower,161,163,263,271
2023-04-22T02:00Z,HighPower,161,165,323,320
2023-04-22T02:30Z,HighPower,165,159,355,353
2023-04-22T03:00Z,HighPower,166,168,414,430
2023-04-22T03:30Z,HighPower,162,168,477,494
2023-04-22T04:00Z,HighPower,156,168,508,485
2023-04-22T04:30Z,MediumPower,153,165,593,617
2023-04-22T05:00Z,HighPower,161,163,581,580
2023-04-22T05:30Z,HighPower,162,186,619,648
2023-04-22T06:00Z,HighPower,162,154,728,751
2023-04-22T06:30Z,MediumPower,163,168,715,751
2023-04-22T07:00Z,HighPower,160,154,884,857
2023-04-22T07:30Z,HighPower,156,162,925,967
2023-04-22T08:00Z,MediumPower,151,157,1001,1043
2023-04-22T08:30Z,HighPower,145,158,891,862
2023-04-22T09:00Z,HighPower,140,152,839,882
2023-04-22T09:30Z,HighPower,135,144,836,824
2023-04-22T10:00Z,HighPower,130,141,827,800
2023-04-22T10:30Z,HighPower,125,137,704,704
2023-04-22T11:00Z,HighPower,127,132,675,651
2023-04-22T11:30Z,HighPower,125,122,592,576
2023-04-22T12:00Z,HighPower,129,123,516,531
2023-04-22T12:30Z,HighPower,133,127,615,609
2023-04-22T13:00Z,HighPower,136,132,677,683
2023-04-22T13:30Z,HighPower,144,136,635,630
2023-04-22T14:00Z,HighPower,147,148,802,767
2023-04-22T14:30Z,HighPower,158,152,819,792
2023-04-22T15:00Z,MediumPower,166,161,932,938
2023-04-22T15:30Z,HighPower,169,163,947,981
2023-04-22T16:00Z,MediumPower,176,173,982,936
2023-04-22T16:30Z,MediumPower,177,174,1028,995
2023-04-22T17:00Z,MediumPower,182,181,865,843
2023-04-22T17:30Z,MediumPower,188,183,688,707
2023-04-22T18:00Z,HighPower,191,187,629,628
2023-04-22T18:30Z,MediumPower,192,196,545,551
2023-04-22T19:00Z,MediumPower,194,198,446,464
2023-04-22T19:30Z,MediumPower,200,195,423,410
2023-04-22T20:00Z,MediumPower,196,196,307,297
2023-04-22T20:30Z,MediumPower,192,200,286,296
2023-04-22T21:00Z,HighPower,182,209,228,233
2023-04-22T21:30Z,HighPower,144,184,236,243
2023-04-22T22:00Z,HighPower,128,180,183,192
2023-04-22T22:30Z,HighPower,118,148,180,182
2023-04-22T23:00Z,HighPower,112,143,147,150
2023-04-22T23:30Z,HighPower,108,133,133,136
init_date,2023-04-22T00:30:00+00:00
emissions,933722
error,8
optimal,true
