time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-02-25T00:00Z,HighPower,96,133,109,109
2023-02-25T00:30Z,HighPower,104,111,164,164
2023-02-25T01:00Z,HighPower,102,113,211,207
2023-02-25T01:30Z,HighPower,100,107,262,264
2023-02-25T02:00Z,HighPower,96,107,305,291
2023-02-25T02:30Z,HighPower,93,107,341,345
2023-02-25T03:00Z,HighPower,88,109,371,377
2023-02-25T03:30Z,HighPower,90,97,430,429
2023-02-25T04:00Z,HighPower,92,93,455,470
2023-02-25T04:30Z,HighPower,91,91,608,584
2023-02-25T05:00Z,HighPower,92,99,681,649
2023-02-25T05:30Z,HighPower,96,94,607,629
2023-02-25T06:00Z,HighPower,97,98,735,741
2023-02-25T06:30Z,HighPower,105,93,778,782
2023-02-25T07:00Z,HighPower,116,99,842,847
2023-02-25T07:30Z,MediumPower,119,112,974,995
2023-02-25T08:00Z,HighPower,113,116,953,973
2023-02-25T08:30Z,HighPower,116,115,949,962
2023-02-25T09:00Z,MediumPower,114,114,906,880
2023-02-25T09:30Z,MediumPower,117,123,840,813
2023-02-25T10:00Z,MediumPower,116,118,672,707
2023-02-25T10:30Z,HighPower,110,116,708,700
2023-02-25T11:00Z,MediumPower,104,121,615,594
2023-02-25T11:30Z,HighPower,104,110,514,519
2023-02-25T12:00Z,HighPower,102,112,457,455
2023-02-25T12:30Z,HighPower,103,104,584,582
2023-02-25T13:00Z,HighPower,106,106,590,585
2023-02-25T13:30Z,HighPower,107,105,660,681
2023-02-25T14:00Z,HighPower,107,108,744,747
2023-02-25T14:30Z,HighPower,110,112,775,778
2023-02-25T15:00Z,HighPower,119,111,817,834
2023-02-25T15:30Z,HighPower,130,116,975,1012
2023-02-25T16:00Z,MediumPower,135,125,1024,1040
2023-02-25T16:30Z,MediumPower,144,147,960,921
2023-02-25T17:00Z,MediumPower,152,155,767,745
2023-02-25T17:30Z,MediumPower,155,161,825,807
2023-02-25T18:00Z,MediumPower,158,156,626,626
2023-02-25T18:30Z,MediumPower,158,153,536,551
2023-02-25T19:00Z,HighPower,157,151,539,518
2023-02-25T19:30Z,HighPower,158,151,344,353
2023-02-25T20:00Z,HighPower,161,158,263,276
2023-02-25T20:30Z,HighPower,164,149,276,270
2023-02-25T21:00Z,HighPower,163,158,273,272
2023-02-25T21:30Z,MediumPower,156,164,230,238
2023-02-25T22:00Z,HighPower,152,155,213,213
2023-02-25T22:30Z,HighPower,147,151,189,186
2023-02-25T23:00Z,HighPower,130,149,155,162
2023-02-25T23:30Z,HighPower,125,149,119,115
init_date,2023-02-25T00:30:00+00:00
emissions,573729
error,8
optimal,true
