time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-06-17T00:00Z,HighPower,250,250,91,90
2023-06-17T00:30Z,HighPower,253,248,135,141
2023-06-17T01:00Z,HighPower,248,243,181,185
2023-06-17T01:30Z,HighPower,244,243,240,247
2023-06-17T02:00Z,MediumPower,242,245,320,308
2023-06-17T02:30Z,HighPower,249,237,329,339
2023-06-17T03:00Z,MediumPower,251,243,377,383
2023-06-17T03:30Z,HighPower,249,245,480,486
2023-06-17T04:00Z,HighPower,247,246,559,546
2023-06-17T04:30Z,HighPower,234,243,543,570
2023-06-17T05:00Z,MediumPower,231,252,596,617
2023-06-17T05:30Z,MediumPower,222,240,680,670
2023-06-17T06:00Z,MediumPower,218,236,728,699
2023-06-17T06:30Z,MediumPower,209,229,734,740
2023-06-17T07:00Z,MediumPower,204,220,921,899
2023-06-17T07:30Z,MediumPower,193,213,1032,1002
2023-06-17T08:00Z,MediumPower,186,207,945,993
2023-06-17T08:30Z,MediumPower,178,193,1004,960
2023-06-17T09:00Z,MediumPower,173,187,976,958
2023-06-17T09:30Z,HighPower,165,177,853,877
2023-06-17T10:00Z,HighPower,159,173,794,796
2023-06-17T10:30Z,HighPower,156,164,638,621
2023-06-17T11:00Z,HighPower,153,160,670,666
2023-06-17T11:30Z,HighPower,148,149,606,582
2023-06-17T12:00Z,HighPower,143,151,556,533
2023-06-17T12:30Z,HighPower,138,140,544,528
2023-06-17T13:00Z,HighPower,134,138,563,562
2023-06-17T13:30Z,HighPower,138,133,734,751
2023-06-17T14:00Z,HighPower,143,135,724,751
2023-06-17T14:30Z,HighPower,164,141,919,885
2023-06-17T15:00Z,HighPower,169,146,831,820
2023-06-17T15:30Z,HighPower,184,184,887,848
2023-06-17T16:00Z,HighPower,193,180,1061,1075
2023-06-17T16:30Z,HighPower,197,194,857,881
2023-06-17T17:00Z,MediumPower,206,198,854,852
2023-06-17T17:30Z,MediumPower,216,204,753,726
2023-06-17T18:00Z,MediumPower,224,207,642,613
2023-06-17T18:30Z,HighPower,226,211,530,509
2023-06-17T19:00Z,HighPower,230,216,488,493
2023-06-17T19:30Z,HighPower,234,217,371,386
2023-06-17T20:00Z,HighPower,233,219,273,279
2023-06-17T20:30Z,HighPower,230,218,290,292
2023-06-17T21:00Z,HighPower,225,218,258,256
2023-06-17T21:30Z,HighPower,234,208,230,240
2023-06-17T22:00Z,HighPower,224,197,218,216
2023-06-17T22:30Z,HighPower,217,180,176,171
2023-06-17T23:00Z,HighPower,213,177,150,152
2023-06-17T23:30Z,HighPower,207,178,131,127
init_date,2023-06-17T00:30:00+00:00
emissions,1153577
error,7
optimal,true
