time,strategy,actual_carbon,forecast_carbon,actual_reqs,forecast_reqs
2023-07-15T00:00Z,HighPower,73,70,95,100
2023-07-15T00:30Z,HighPower,74,71,163,158
2023-07-15T01:00Z,HighPower,74,72,188,195
2023-07-15T01:30Z,HighPower,74,72,249,243
2023-07-15T02:00Z,MediumPower,74,74,320,306
2023-07-15T02:30Z,MediumPower,76,74,340,326
2023-07-15T03:00Z,MediumPower,77,73,433,428
2023-07-15T03:30Z,HighPower,76,75,462,447
2023-07-15T04:00Z,MediumPower,72,73,538,516
2023-07-15T04:30Z,MediumPower,65,74,574,578
2023-07-15T05:00Z,HighPower,63,71,621,643
2023-07-15T05:30Z,MediumPower,62,67,642,618
2023-07-15T06:00Z,MediumPower,59,60,727,754
2023-07-15T06:30Z,HighPower,58,60,740,733
2023-07-15T07:00Z,MediumPower,56,58,842,820
2023-07-15T07:30Z,MediumPower,59,59,964,961
2023-07-15T08:00Z,MediumPower,56,49,899,913
2023-07-15T08:30Z,MediumPower,50,53,936,979
2023-07-15T09:00Z,MediumPower,47,58,881,863
2023-07-15T09:30Z,HighPower,54,49,817,826
2023-07-15T10:00Z,HighPower,58,45,810,803
2023-07-15T10:30Z,HighPower,54,50,648,638
2023-07-15T11:00Z,HighPower,50,49,547,570
2023-07-15T11:30Z,HighPower,53,54,491,516
2023-07-15T12:00Z,HighPower,50,49,548,534
2023-07-15T12:30Z,HighPower,48,50,597,570
2023-07-15T13:00Z,HighPower,49,49,658,665
2023-07-15T13:30Z,HighPower,44,48,589,618
2023-07-15T14:00Z,HighPower,44,47,682,696
2023-07-15T14:30Z,HighPower,39,41,916,878
2023-07-15T15:00Z,HighPower,43,39,892,890
2023-07-15T15:30Z,HighPower,43,40,908,953
2023-07-15T16:00Z,HighPower,57,43,969,928
2023-07-15T16:30Z,HighPower,61,46,845,842
2023-07-15T17:00Z,HighPower,62,55,772,801
2023-07-15T17:30Z,HighPower,62,59,718,685
2023-07-15T18:00Z,HighPower,62,61,712,710
2023-07-15T18:30Z,MediumPower,64,60,607,614
2023-07-15T19:00Z,HighPower,63,60,464,460
2023-07-15T19:30Z,HighPower,68,60,386,398
2023-07-15T20:00Z,HighPower,65,60,307,322
2023-07-15T20:30Z,HighPower,64,60,293,291
2023-07-15T21:00Z,HighPower,67,62,265,269
2023-07-15T21:30Z,HighPower,68,62,232,227
2023-07-15T22:00Z,HighPower,73,59,184,192
2023-07-15T22:30Z,HighPower,88,63,196,190
2023-07-15T23:00Z,HighPower,90,70,139,136
2023-07-15T23:30Z,MediumPower,94,78,113,118
init_date,2023-07-15T00:30:00+00:00
emissions,263404
error,8
optimal,true
