time_slot,strategy
2023-08-12T00:00Z,MediumPower
2023-08-12T00:30Z,MediumPower
2023-08-12T01:00Z,MediumPower
2023-08-12T01:30Z,MediumPower
2023-08-12T02:00Z,MediumPower
2023-08-12T02:30Z,HighPower
2023-08-12T03:00Z,MediumPower
2023-08-12T03:30Z,MediumPower
2023-08-12T04:00Z,HighPower
2023-08-12T04:30Z,MediumPower
2023-08-12T05:00Z,MediumPower
2023-08-12T05:30Z,MediumPower
2023-08-12T06:00Z,MediumPower
2023-08-12T06:30Z,MediumPower
2023-08-12T07:00Z,HighPower
2023-08-12T07:30Z,MediumPower
2023-08-12T08:00Z,MediumPower
2023-08-12T08:30Z,HighPower
2023-08-12T09:00Z,HighPower
2023-08-12T09:30Z,HighPower
2023-08-12T10:00Z,HighPower
2023-08-12T10:30Z,HighPower
2023-08-12T11:00Z,HighPower
2023-08-12T11:30Z,HighPower
2023-08-12T12:00Z,HighPower
2023-08-12T12:30Z,HighPower
2023-08-12T13:00Z,HighPower
2023-08-12T13:30Z,HighPower
2023-08-12T14:00Z,HighPower
2023-08-12T14:30Z,HighPower
2023-08-12T15:00Z,HighPower
2023-08-12T15:30Z,HighPower
2023-08-12T16:00Z,HighPower
2023-08-12T16:30Z,HighPower
2023-08-12T17:00Z,HighPower
2023-08-12T17:30Z,HighPower
2023-08-12T18:00Z,MediumPower
2023-08-12T18:30Z,MediumPower
2023-08-12T19:00Z,MediumPower
2023-08-12T19:30Z,MediumPower
2023-08-12T20:00Z,HighPower
2023-08-12T20:30Z,MediumPower
2023-08-12T21:00Z,MediumPower
2023-08-12T21:30Z,MediumPower
2023-08-12T22:00Z,MediumPower
2023-08-12T22:30Z,HighPower
2023-08-12T23:00Z,HighPower
2023-08-12T23:30Z,HighPower
